locus_tag	ftype	length_bp	gene	EC_number	COG	product
HKFNELJA_00001	CDS	1050	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
HKFNELJA_00002	CDS	717				hypothetical protein
HKFNELJA_00003	CDS	591	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
HKFNELJA_00004	CDS	762	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
HKFNELJA_00005	CDS	591	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
HKFNELJA_00006	CDS	921	hemC	2.5.1.61		Porphobilinogen deaminase
HKFNELJA_00007	CDS	444	sirC	1.3.1.76		Precorrin-2 dehydrogenase
HKFNELJA_00008	CDS	1503	cobQ			Cobyric acid synthase
HKFNELJA_00009	CDS	822	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
HKFNELJA_00010	CDS	681	cbiQ		COG0619	Cobalt transport protein CbiQ
HKFNELJA_00011	CDS	318	cbiN		COG1930	Cobalt transport protein CbiN
HKFNELJA_00012	CDS	744	cbiM		COG0310	Cobalt transport protein CbiM
HKFNELJA_00013	CDS	693	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
HKFNELJA_00014	CDS	768	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
HKFNELJA_00015	CDS	1401	cysG	4.99.1.4		Siroheme synthase
HKFNELJA_00016	CDS	759	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
HKFNELJA_00017	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
HKFNELJA_00018	CDS	1062	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
HKFNELJA_00019	CDS	762	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
HKFNELJA_00020	CDS	561	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
HKFNELJA_00021	CDS	603	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
HKFNELJA_00022	CDS	1152	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
HKFNELJA_00023	CDS	678	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
HKFNELJA_00024	CDS	969	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
HKFNELJA_00025	CDS	1362	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
HKFNELJA_00026	CDS	1077	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
HKFNELJA_00027	CDS	564	yvqK_1	2.5.1.17	COG2096	Corrinoid adenosyltransferase
HKFNELJA_00028	CDS	1182				hypothetical protein
HKFNELJA_00029	CDS	540	chrR_1	1.6.5.2	COG0431	Quinone reductase
HKFNELJA_00030	CDS	459				Flavodoxin
HKFNELJA_00031	CDS	615	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
HKFNELJA_00032	CDS	1080	rhaR_1			HTH-type transcriptional activator RhaR
HKFNELJA_00033	CDS	810				hypothetical protein
HKFNELJA_00034	CDS	441	pduV		COG4917	Propanediol utilization protein PduV
HKFNELJA_00035	CDS	849	ftsA_1			Cell division protein FtsA
HKFNELJA_00036	CDS	366	pduU		COG4810	Propanediol utilization protein PduU
HKFNELJA_00037	CDS	444	eutQ		COG4766	Ethanolamine utilization protein EutQ
HKFNELJA_00038	CDS	1098				hypothetical protein
HKFNELJA_00039	CDS	612				hypothetical protein
