locus_tag	ftype	length_bp	gene	EC_number	COG	product
JHIOHBDH_00001	CDS	204				hypothetical protein
JHIOHBDH_00002	CDS	783				hypothetical protein
JHIOHBDH_00003	CDS	210				hypothetical protein
JHIOHBDH_00004	CDS	276				hypothetical protein
JHIOHBDH_00005	CDS	333				hypothetical protein
JHIOHBDH_00006	CDS	192				hypothetical protein
JHIOHBDH_00007	CDS	480				hypothetical protein
JHIOHBDH_00008	CDS	660				hypothetical protein
JHIOHBDH_00009	CDS	765				hypothetical protein
JHIOHBDH_00010	CDS	822				hypothetical protein
JHIOHBDH_00011	CDS	225				hypothetical protein
JHIOHBDH_00012	CDS	303				hypothetical protein
JHIOHBDH_00013	CDS	411				hypothetical protein
JHIOHBDH_00014	CDS	213				hypothetical protein
JHIOHBDH_00015	CDS	231				hypothetical protein
JHIOHBDH_00016	CDS	219				hypothetical protein
JHIOHBDH_00017	CDS	471	ssb		COG0629	Single-stranded DNA-binding protein
JHIOHBDH_00018	CDS	489				hypothetical protein
JHIOHBDH_00019	CDS	510				hypothetical protein
JHIOHBDH_00020	CDS	483				hypothetical protein
JHIOHBDH_00021	tRNA	74				tRNA-Trp(cca)
JHIOHBDH_00022	CDS	552				hypothetical protein
JHIOHBDH_00023	CDS	1287				hypothetical protein
JHIOHBDH_00024	CDS	1704				hypothetical protein
JHIOHBDH_00025	CDS	651				hypothetical protein
JHIOHBDH_00026	CDS	618				hypothetical protein
JHIOHBDH_00027	CDS	1053				hypothetical protein
JHIOHBDH_00028	CDS	360				hypothetical protein
JHIOHBDH_00029	CDS	516				hypothetical protein
JHIOHBDH_00030	CDS	273				hypothetical protein
JHIOHBDH_00031	CDS	390				hypothetical protein
JHIOHBDH_00032	CDS	501				hypothetical protein
JHIOHBDH_00033	CDS	1200				hypothetical protein
JHIOHBDH_00034	CDS	501				hypothetical protein
JHIOHBDH_00035	CDS	609				hypothetical protein
JHIOHBDH_00036	CDS	4989				hypothetical protein
JHIOHBDH_00037	CDS	957				hypothetical protein
JHIOHBDH_00038	CDS	333				hypothetical protein
JHIOHBDH_00039	CDS	924				hypothetical protein
JHIOHBDH_00040	CDS	375				hypothetical protein
JHIOHBDH_00041	CDS	363				hypothetical protein
JHIOHBDH_00042	CDS	1161				hypothetical protein
JHIOHBDH_00043	CDS	696				hypothetical protein
