locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKDGBJBC_00001	CDS	591				hypothetical protein
JKDGBJBC_00002	CDS	4992				hypothetical protein
JKDGBJBC_00003	CDS	735				hypothetical protein
JKDGBJBC_00004	CDS	264				hypothetical protein
JKDGBJBC_00005	CDS	519	hcpA_1		COG3157	Major exported protein
JKDGBJBC_00006	CDS	1359				hypothetical protein
JKDGBJBC_00007	CDS	3513				hypothetical protein
JKDGBJBC_00008	CDS	1392				hypothetical protein
JKDGBJBC_00009	CDS	678				hypothetical protein
JKDGBJBC_00010	CDS	2616	clpV1_1		COG0542	Protein ClpV1
JKDGBJBC_00011	CDS	735				hypothetical protein
JKDGBJBC_00012	CDS	1344				hypothetical protein
JKDGBJBC_00013	CDS	531				hypothetical protein
JKDGBJBC_00014	CDS	1305				hypothetical protein
JKDGBJBC_00015	CDS	984				hypothetical protein
JKDGBJBC_00016	CDS	1755				hypothetical protein
JKDGBJBC_00017	CDS	429				hypothetical protein
JKDGBJBC_00018	CDS	1482				hypothetical protein
JKDGBJBC_00019	CDS	492				hypothetical protein
JKDGBJBC_00020	CDS	1242	tyrR			Transcriptional regulatory protein TyrR
JKDGBJBC_00021	CDS	1638				hypothetical protein
JKDGBJBC_00022	CDS	2289				hypothetical protein
JKDGBJBC_00023	CDS	1065	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
JKDGBJBC_00024	CDS	867	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
JKDGBJBC_00025	CDS	531	rfbC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JKDGBJBC_00026	CDS	867	rmlD_1	1.1.1.133		dTDP-4-dehydrorhamnose reductase
JKDGBJBC_00027	CDS	1011				hypothetical protein
JKDGBJBC_00028	CDS	1023				hypothetical protein
JKDGBJBC_00029	CDS	297				hypothetical protein
JKDGBJBC_00030	CDS	1737	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
JKDGBJBC_00031	CDS	1770	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
JKDGBJBC_00032	CDS	1116				hypothetical protein
JKDGBJBC_00033	CDS	1200				hypothetical protein
JKDGBJBC_00034	CDS	957	gspA		COG1442	General stress protein A
JKDGBJBC_00035	CDS	981				hypothetical protein
JKDGBJBC_00036	CDS	975				hypothetical protein
JKDGBJBC_00037	CDS	561	cutC	4.3.99.4		Choline trimethylamine-lyase
JKDGBJBC_00038	CDS	849				hypothetical protein
JKDGBJBC_00039	CDS	756	srlR_1		COG1349	Glucitol operon repressor
JKDGBJBC_00040	CDS	618	ywrO_1	1.6.99.-	COG2249	General stress protein 14
JKDGBJBC_00041	CDS	1143				hypothetical protein
JKDGBJBC_00042	CDS	1155	namA_1	1.6.99.1	COG1902	NADPH dehydrogenase
