locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLHMOKMD_00001	CDS	408				hypothetical protein
PLHMOKMD_00002	CDS	885				hypothetical protein
PLHMOKMD_00003	CDS	4788				hypothetical protein
PLHMOKMD_00004	rRNA	1569				16S ribosomal RNA
PLHMOKMD_00005	tRNA	78				tRNA-Ile(gat)
PLHMOKMD_00006	tRNA	75				tRNA-Ala(tgc)
PLHMOKMD_00007	rRNA	2915				23S ribosomal RNA
PLHMOKMD_00008	rRNA	111				5S ribosomal RNA
PLHMOKMD_00009	CDS	786				hypothetical protein
PLHMOKMD_00010	CDS	1449				hypothetical protein
PLHMOKMD_00011	CDS	1551				hypothetical protein
PLHMOKMD_00012	CDS	174				hypothetical protein
PLHMOKMD_00013	CDS	1188				hypothetical protein
PLHMOKMD_00014	CDS	1131				hypothetical protein
PLHMOKMD_00015	CDS	1146				hypothetical protein
PLHMOKMD_00016	CDS	1425	sadA		COG5295	Autotransporter adhesin SadA
PLHMOKMD_00017	CDS	366				hypothetical protein
PLHMOKMD_00018	CDS	702				hypothetical protein
PLHMOKMD_00019	CDS	1278				hypothetical protein
PLHMOKMD_00020	CDS	645				hypothetical protein
PLHMOKMD_00021	CDS	660				hypothetical protein
PLHMOKMD_00022	CDS	3369				hypothetical protein
PLHMOKMD_00023	CDS	378				hypothetical protein
PLHMOKMD_00024	CDS	411				hypothetical protein
PLHMOKMD_00025	CDS	291				hypothetical protein
PLHMOKMD_00026	CDS	2223	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
PLHMOKMD_00027	CDS	666	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
PLHMOKMD_00028	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
PLHMOKMD_00029	CDS	495	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PLHMOKMD_00030	CDS	453				hypothetical protein
PLHMOKMD_00031	CDS	189				hypothetical protein
PLHMOKMD_00032	CDS	258				hypothetical protein
PLHMOKMD_00033	CDS	429				hypothetical protein
PLHMOKMD_00034	CDS	462				hypothetical protein
PLHMOKMD_00035	CDS	396				hypothetical protein
PLHMOKMD_00036	CDS	114				hypothetical protein
PLHMOKMD_00037	CDS	1377	hsrA			putative transport protein HsrA
PLHMOKMD_00038	CDS	423				hypothetical protein
PLHMOKMD_00039	CDS	738	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
PLHMOKMD_00040	CDS	900				hypothetical protein
PLHMOKMD_00041	CDS	678				hypothetical protein
PLHMOKMD_00042	CDS	528	tfaE_1			Prophage tail fiber assembly protein TfaE
PLHMOKMD_00043	CDS	2220				hypothetical protein
PLHMOKMD_00044	CDS	144				hypothetical protein
PLHMOKMD_00045	CDS	126				hypothetical protein
PLHMOKMD_00046	CDS	315				hypothetical protein
PLHMOKMD_00047	CDS	1299	umuC		COG0389	Protein UmuC
PLHMOKMD_00048	CDS	327				hypothetical protein
PLHMOKMD_00049	CDS	1971	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PLHMOKMD_00050	CDS	1344	fpgS	6.3.2.17		Folylpolyglutamate synthase
PLHMOKMD_00051	CDS	693				hypothetical protein
PLHMOKMD_00052	CDS	498				hypothetical protein
PLHMOKMD_00053	CDS	165				hypothetical protein
PLHMOKMD_00054	CDS	2421	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
PLHMOKMD_00055	CDS	912	fpaP	3.4.11.5		Proline iminopeptidase
PLHMOKMD_00056	CDS	366				hypothetical protein
PLHMOKMD_00057	CDS	660				hypothetical protein
PLHMOKMD_00058	CDS	537				hypothetical protein
PLHMOKMD_00059	CDS	1149				hypothetical protein
PLHMOKMD_00060	CDS	399	spxA		COG1393	Regulatory protein Spx
PLHMOKMD_00061	CDS	804	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
PLHMOKMD_00062	CDS	963	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
PLHMOKMD_00063	CDS	780				hypothetical protein
PLHMOKMD_00064	CDS	1158	pyrC	3.5.2.3		Dihydroorotase
PLHMOKMD_00065	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
PLHMOKMD_00066	CDS	519				hypothetical protein
PLHMOKMD_00067	CDS	381				hypothetical protein
PLHMOKMD_00068	CDS	237				hypothetical protein
PLHMOKMD_00069	CDS	354				hypothetical protein
PLHMOKMD_00070	CDS	606				hypothetical protein
PLHMOKMD_00071	CDS	408				hypothetical protein
PLHMOKMD_00072	CDS	501				hypothetical protein
PLHMOKMD_00073	CDS	384				hypothetical protein
PLHMOKMD_00074	CDS	1554				hypothetical protein
PLHMOKMD_00075	CDS	996				hypothetical protein
PLHMOKMD_00076	CDS	315				hypothetical protein
PLHMOKMD_00077	CDS	249				hypothetical protein
PLHMOKMD_00078	CDS	1932				hypothetical protein
PLHMOKMD_00079	CDS	549	bioY		COG1268	Biotin transporter BioY
PLHMOKMD_00080	CDS	183				hypothetical protein
PLHMOKMD_00081	CDS	660	srtA	3.4.22.-	COG3764	Sortase A
PLHMOKMD_00082	CDS	966	guaC	1.7.1.7	COG0516	GMP reductase
PLHMOKMD_00083	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PLHMOKMD_00084	CDS	516				hypothetical protein
PLHMOKMD_00085	CDS	1098				hypothetical protein
PLHMOKMD_00086	CDS	2757				hypothetical protein
PLHMOKMD_00087	CDS	2388				hypothetical protein
PLHMOKMD_00088	CDS	384				hypothetical protein
PLHMOKMD_00089	CDS	336				hypothetical protein
PLHMOKMD_00090	CDS	138				hypothetical protein
PLHMOKMD_00091	CDS	2166				hypothetical protein
PLHMOKMD_00092	CDS	285				hypothetical protein
