locus_tag	ftype	length_bp	gene	EC_number	COG	product
DKHPPGNH_00001	CDS	417				hypothetical protein
DKHPPGNH_00002	CDS	726				hypothetical protein
DKHPPGNH_00003	CDS	4674				hypothetical protein
DKHPPGNH_00004	CDS	2223				hypothetical protein
DKHPPGNH_00005	CDS	1086				hypothetical protein
DKHPPGNH_00006	CDS	276				hypothetical protein
DKHPPGNH_00007	CDS	405				hypothetical protein
DKHPPGNH_00008	CDS	417				hypothetical protein
DKHPPGNH_00009	CDS	258				hypothetical protein
DKHPPGNH_00010	CDS	873				hypothetical protein
DKHPPGNH_00011	CDS	897				hypothetical protein
DKHPPGNH_00012	CDS	879				hypothetical protein
DKHPPGNH_00013	CDS	648				hypothetical protein
DKHPPGNH_00014	CDS	471				hypothetical protein
DKHPPGNH_00015	CDS	477				hypothetical protein
DKHPPGNH_00016	CDS	1011				hypothetical protein
DKHPPGNH_00017	CDS	1671				hypothetical protein
DKHPPGNH_00018	CDS	1245				hypothetical protein
DKHPPGNH_00019	CDS	1065				hypothetical protein
DKHPPGNH_00020	CDS	1314				hypothetical protein
DKHPPGNH_00021	CDS	558				hypothetical protein
DKHPPGNH_00022	CDS	1398				hypothetical protein
DKHPPGNH_00023	CDS	558				hypothetical protein
DKHPPGNH_00024	CDS	105				hypothetical protein
DKHPPGNH_00025	CDS	318				hypothetical protein
DKHPPGNH_00026	CDS	945				hypothetical protein
DKHPPGNH_00027	CDS	1242				hypothetical protein
DKHPPGNH_00028	CDS	384				hypothetical protein
DKHPPGNH_00029	CDS	438				hypothetical protein
DKHPPGNH_00030	CDS	1221				hypothetical protein
DKHPPGNH_00031	CDS	1026				hypothetical protein
DKHPPGNH_00032	CDS	2976				hypothetical protein
DKHPPGNH_00033	CDS	1083				hypothetical protein
DKHPPGNH_00034	CDS	1359				hypothetical protein
DKHPPGNH_00035	CDS	417				hypothetical protein
DKHPPGNH_00036	CDS	498		2.7.1.-		putative phosphotransferase enzyme IIB component
DKHPPGNH_00037	CDS	831				hypothetical protein
DKHPPGNH_00038	CDS	828	manZ_1		COG3716	PTS system mannose-specific EIID component
DKHPPGNH_00039	CDS	2148				hypothetical protein
DKHPPGNH_00040	CDS	1116				hypothetical protein
DKHPPGNH_00041	CDS	1272	rpoN		COG1508	RNA polymerase sigma-54 factor
DKHPPGNH_00042	CDS	678	ydhF_1	1.-.-.-	COG4989	Oxidoreductase YdhF
DKHPPGNH_00043	CDS	294	mdcC			Malonate decarboxylase acyl carrier protein
DKHPPGNH_00044	CDS	1641	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
DKHPPGNH_00045	CDS	906	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
DKHPPGNH_00046	CDS	873				hypothetical protein
DKHPPGNH_00047	CDS	1122				hypothetical protein
