locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNNDMBEE_00001	CDS	963	hpr_1	1.1.1.81	COG1052	Hydroxypyruvate reductase
CNNDMBEE_00002	CDS	852				hypothetical protein
CNNDMBEE_00003	CDS	1401				hypothetical protein
CNNDMBEE_00004	CDS	930	phnD_1		COG3221	Phosphate-import protein PhnD
CNNDMBEE_00005	CDS	756	lacR_1			Lactose phosphotransferase system repressor
CNNDMBEE_00006	CDS	429	lacA_1	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
CNNDMBEE_00007	CDS	576	lacB_1	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
CNNDMBEE_00008	CDS	657				hypothetical protein
CNNDMBEE_00009	CDS	753	kdgR		COG1414	Transcriptional regulator KdgR
CNNDMBEE_00010	CDS	1179	ugl	3.2.1.180		Unsaturated chondroitin disaccharide hydrolase
CNNDMBEE_00011	CDS	510				hypothetical protein
CNNDMBEE_00012	CDS	783	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
CNNDMBEE_00013	CDS	816	manZ_1		COG3716	PTS system mannose-specific EIID component
CNNDMBEE_00014	CDS	429				hypothetical protein
CNNDMBEE_00015	CDS	288				hypothetical protein
CNNDMBEE_00016	CDS	1905				hypothetical protein
CNNDMBEE_00017	CDS	1578				hypothetical protein
CNNDMBEE_00018	CDS	840	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
CNNDMBEE_00019	CDS	816	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
CNNDMBEE_00020	CDS	981	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
CNNDMBEE_00021	CDS	798				hypothetical protein
CNNDMBEE_00022	CDS	489				hypothetical protein
CNNDMBEE_00023	CDS	315				hypothetical protein
CNNDMBEE_00024	CDS	1419	gatC_1		COG3775	PTS system galactitol-specific EIIC component
CNNDMBEE_00025	CDS	237				hypothetical protein
