locus_tag	ftype	length_bp	gene	EC_number	COG	product
POBMCIKN_00001	CDS	657	nth	4.2.99.18		Endonuclease III
POBMCIKN_00002	CDS	381	rplQ		COG0203	50S ribosomal protein L17
POBMCIKN_00003	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
POBMCIKN_00004	CDS	390	rpsK			30S ribosomal protein S11
POBMCIKN_00005	CDS	366	rpsM_1		COG0099	30S ribosomal protein S13
POBMCIKN_00006	CDS	117	rpmJ_1		COG0257	50S ribosomal protein L36
POBMCIKN_00007	CDS	219	infA_1		COG0361	Translation initiation factor IF-1
POBMCIKN_00008	CDS	657	adk_1	2.7.4.3	COG0563	Adenylate kinase
POBMCIKN_00009	CDS	1296	secY_1			Protein translocase subunit SecY
POBMCIKN_00010	CDS	441	rplO_1		COG0200	50S ribosomal protein L15
POBMCIKN_00011	CDS	186	rpmD_1		COG1841	50S ribosomal protein L30
POBMCIKN_00012	CDS	501	rpsE_1		COG0098	30S ribosomal protein S5
POBMCIKN_00013	CDS	357	rplR		COG0256	50S ribosomal protein L18
POBMCIKN_00014	CDS	537	rplF		COG0097	50S ribosomal protein L6
POBMCIKN_00015	CDS	399	rpsH		COG0096	30S ribosomal protein S8
POBMCIKN_00016	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
POBMCIKN_00017	CDS	543	rplE		COG0094	50S ribosomal protein L5
POBMCIKN_00018	CDS	273				hypothetical protein
POBMCIKN_00019	CDS	369	rplN		COG0093	50S ribosomal protein L14
POBMCIKN_00020	CDS	276	rpsQ			30S ribosomal protein S17
POBMCIKN_00021	CDS	198	rpmC			50S ribosomal protein L29
POBMCIKN_00022	CDS	435	rplP		COG0197	50S ribosomal protein L16
POBMCIKN_00023	CDS	684	rpsC		COG0092	30S ribosomal protein S3
POBMCIKN_00024	CDS	351	rplV		COG0091	50S ribosomal protein L22
POBMCIKN_00025	CDS	279	rpsS		COG0185	30S ribosomal protein S19
POBMCIKN_00026	CDS	840	rplB		COG0090	50S ribosomal protein L2
POBMCIKN_00027	CDS	288	rplW		COG0089	50S ribosomal protein L23
POBMCIKN_00028	CDS	624	rplD			50S ribosomal protein L4
POBMCIKN_00029	CDS	705	rplC		COG0087	50S ribosomal protein L3
POBMCIKN_00030	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
POBMCIKN_00031	CDS	552	pncA	3.5.1.19	COG1335	Nicotinamidase
POBMCIKN_00032	CDS	2094	fusA		COG0480	Elongation factor G
POBMCIKN_00033	CDS	471	rpsG		COG0049	30S ribosomal protein S7
POBMCIKN_00034	CDS	414	rpsL		COG0048	30S ribosomal protein S12
POBMCIKN_00035	CDS	684				hypothetical protein
POBMCIKN_00036	CDS	270	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
