locus_tag	ftype	length_bp	gene	EC_number	COG	product
CCDDNEBO_00001	CDS	2064				hypothetical protein
CCDDNEBO_00002	CDS	741				hypothetical protein
CCDDNEBO_00003	CDS	384				hypothetical protein
CCDDNEBO_00004	CDS	327				hypothetical protein
CCDDNEBO_00005	CDS	462				hypothetical protein
CCDDNEBO_00006	CDS	612				hypothetical protein
CCDDNEBO_00007	CDS	423				hypothetical protein
CCDDNEBO_00008	CDS	375				hypothetical protein
CCDDNEBO_00009	CDS	2925				hypothetical protein
CCDDNEBO_00010	CDS	900				hypothetical protein
CCDDNEBO_00011	CDS	1062				hypothetical protein
CCDDNEBO_00012	CDS	690				hypothetical protein
CCDDNEBO_00013	CDS	957				hypothetical protein
CCDDNEBO_00014	CDS	1209				hypothetical protein
CCDDNEBO_00015	CDS	333				hypothetical protein
CCDDNEBO_00016	CDS	597				hypothetical protein
CCDDNEBO_00017	CDS	363				hypothetical protein
CCDDNEBO_00018	CDS	414				hypothetical protein
CCDDNEBO_00019	CDS	177				hypothetical protein
CCDDNEBO_00020	CDS	426				hypothetical protein
CCDDNEBO_00021	CDS	441				hypothetical protein
CCDDNEBO_00022	CDS	225				hypothetical protein
CCDDNEBO_00023	CDS	378				hypothetical protein
CCDDNEBO_00024	CDS	408				hypothetical protein
CCDDNEBO_00025	CDS	387				hypothetical protein
CCDDNEBO_00026	CDS	351				hypothetical protein
CCDDNEBO_00027	CDS	366				hypothetical protein
CCDDNEBO_00028	CDS	351				hypothetical protein
CCDDNEBO_00029	CDS	390				hypothetical protein
CCDDNEBO_00030	CDS	1242				hypothetical protein
CCDDNEBO_00031	CDS	879				hypothetical protein
CCDDNEBO_00032	CDS	624				hypothetical protein
CCDDNEBO_00033	CDS	771				hypothetical protein
CCDDNEBO_00034	CDS	528				hypothetical protein
CCDDNEBO_00035	CDS	237				hypothetical protein
CCDDNEBO_00036	CDS	585				hypothetical protein
CCDDNEBO_00037	CDS	207				hypothetical protein
CCDDNEBO_00038	CDS	210				hypothetical protein
CCDDNEBO_00039	CDS	687				hypothetical protein
CCDDNEBO_00040	CDS	477				hypothetical protein
CCDDNEBO_00041	CDS	99				hypothetical protein
CCDDNEBO_00042	CDS	546				hypothetical protein
CCDDNEBO_00043	CDS	399				hypothetical protein
CCDDNEBO_00044	CDS	1281			COG1783	putative protein
CCDDNEBO_00045	CDS	2211				hypothetical protein
CCDDNEBO_00046	CDS	177				hypothetical protein
CCDDNEBO_00047	CDS	477				hypothetical protein
CCDDNEBO_00048	CDS	981				hypothetical protein
CCDDNEBO_00049	CDS	570				hypothetical protein
CCDDNEBO_00050	CDS	1341				hypothetical protein
CCDDNEBO_00051	CDS	1851				hypothetical protein
CCDDNEBO_00052	CDS	783				hypothetical protein
CCDDNEBO_00053	CDS	495				hypothetical protein
CCDDNEBO_00054	CDS	285				hypothetical protein
CCDDNEBO_00055	CDS	627				hypothetical protein
CCDDNEBO_00056	CDS	1173			COG0582	Putative prophage phiRv2 integrase
CCDDNEBO_00057	CDS	264				hypothetical protein
CCDDNEBO_00058	CDS	216				hypothetical protein
CCDDNEBO_00059	CDS	1461				hypothetical protein
CCDDNEBO_00060	CDS	1578				hypothetical protein
CCDDNEBO_00061	CDS	339				hypothetical protein
CCDDNEBO_00062	CDS	303				hypothetical protein
CCDDNEBO_00063	CDS	186				hypothetical protein
CCDDNEBO_00064	CDS	351				hypothetical protein
CCDDNEBO_00065	CDS	1326				hypothetical protein
CCDDNEBO_00066	CDS	666				hypothetical protein
CCDDNEBO_00067	CDS	306				hypothetical protein
CCDDNEBO_00068	CDS	387				hypothetical protein
CCDDNEBO_00069	CDS	618				hypothetical protein
CCDDNEBO_00070	CDS	243				hypothetical protein
CCDDNEBO_00071	CDS	150				hypothetical protein
CCDDNEBO_00072	CDS	405				hypothetical protein
CCDDNEBO_00073	CDS	234				hypothetical protein
CCDDNEBO_00074	CDS	351				hypothetical protein
CCDDNEBO_00075	CDS	450				hypothetical protein
CCDDNEBO_00076	CDS	726	orn	3.1.-.-		Oligoribonuclease
CCDDNEBO_00077	CDS	936				hypothetical protein
CCDDNEBO_00078	CDS	186				hypothetical protein
CCDDNEBO_00079	CDS	138				hypothetical protein
CCDDNEBO_00080	CDS	216				hypothetical protein
CCDDNEBO_00081	CDS	435	ssb		COG0629	Single-stranded DNA-binding protein
CCDDNEBO_00082	tRNA	77				tRNA-Met(cat)
CCDDNEBO_00083	rRNA	111				5S ribosomal RNA
CCDDNEBO_00084	rRNA	2725				23S ribosomal RNA
CCDDNEBO_00085	tRNA	76				tRNA-Ala(tgc)
CCDDNEBO_00086	tRNA	77				tRNA-Ile(gat)
CCDDNEBO_00087	CDS	129				hypothetical protein
CCDDNEBO_00088	CDS	822				hypothetical protein
CCDDNEBO_00089	CDS	348				hypothetical protein
CCDDNEBO_00090	CDS	486				hypothetical protein
CCDDNEBO_00091	CDS	741				hypothetical protein
CCDDNEBO_00092	CDS	669	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
CCDDNEBO_00093	CDS	1506	lysP_1		COG0833	Lysine-specific permease
CCDDNEBO_00094	CDS	705	lysP_2		COG0833	Lysine-specific permease
CCDDNEBO_00095	CDS	1113				IS256 family transposase ISBast1
CCDDNEBO_00096	CDS	432				hypothetical protein
CCDDNEBO_00097	CDS	447				hypothetical protein
CCDDNEBO_00098	CDS	183				hypothetical protein
CCDDNEBO_00099	CDS	123				hypothetical protein
CCDDNEBO_00100	CDS	168				hypothetical protein
CCDDNEBO_00101	CDS	951				hypothetical protein
CCDDNEBO_00102	CDS	333				hypothetical protein
CCDDNEBO_00103	CDS	2121				hypothetical protein
CCDDNEBO_00104	CDS	594				hypothetical protein
CCDDNEBO_00105	CDS	750				hypothetical protein
CCDDNEBO_00106	CDS	2286	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
CCDDNEBO_00107	CDS	2589	pacL	7.2.2.10	COG0474	Calcium-transporting ATPase
CCDDNEBO_00108	CDS	1431				hypothetical protein
CCDDNEBO_00109	CDS	702	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
CCDDNEBO_00110	CDS	246				hypothetical protein
CCDDNEBO_00111	CDS	492				hypothetical protein
CCDDNEBO_00112	CDS	243				hypothetical protein
CCDDNEBO_00113	CDS	144				hypothetical protein
CCDDNEBO_00114	CDS	945				hypothetical protein
CCDDNEBO_00115	CDS	1245	bglA	3.2.1.21		Beta-glucosidase A
CCDDNEBO_00116	CDS	474		1.1.1.35	COG1250	3-hydroxybutyryl-CoA dehydrogenase
CCDDNEBO_00117	CDS	957	pbpX		COG1680	Putative penicillin-binding protein PbpX
CCDDNEBO_00118	CDS	1293	dltD		COG3966	Protein DltD
CCDDNEBO_00119	CDS	240	dltC		COG0236	D-alanyl carrier protein
CCDDNEBO_00120	CDS	804				hypothetical protein
