locus_tag	ftype	length_bp	gene	EC_number	COG	product
LFGLNBED_00001	CDS	216				hypothetical protein
LFGLNBED_00002	CDS	450				hypothetical protein
LFGLNBED_00003	CDS	252				hypothetical protein
LFGLNBED_00004	CDS	255				hypothetical protein
LFGLNBED_00005	CDS	354				hypothetical protein
LFGLNBED_00006	CDS	723				hypothetical protein
LFGLNBED_00007	CDS	363				hypothetical protein
LFGLNBED_00008	CDS	468				hypothetical protein
LFGLNBED_00009	CDS	354				hypothetical protein
LFGLNBED_00010	CDS	342				hypothetical protein
LFGLNBED_00011	CDS	1248				hypothetical protein
LFGLNBED_00012	CDS	702	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
LFGLNBED_00013	CDS	1179				hypothetical protein
LFGLNBED_00014	CDS	204				hypothetical protein
LFGLNBED_00015	CDS	1884				hypothetical protein
LFGLNBED_00016	CDS	471				hypothetical protein
LFGLNBED_00017	CDS	486				hypothetical protein
LFGLNBED_00018	CDS	159				hypothetical protein
LFGLNBED_00019	CDS	606				hypothetical protein
LFGLNBED_00020	CDS	234				hypothetical protein
LFGLNBED_00021	CDS	555				hypothetical protein
LFGLNBED_00022	CDS	951				hypothetical protein
LFGLNBED_00023	CDS	360				hypothetical protein
LFGLNBED_00024	CDS	369				hypothetical protein
LFGLNBED_00025	CDS	441				hypothetical protein
LFGLNBED_00026	CDS	408				hypothetical protein
LFGLNBED_00027	CDS	1404				hypothetical protein
LFGLNBED_00028	CDS	486	xkdM_1			Phage-like element PBSX protein XkdM
LFGLNBED_00029	CDS	432				hypothetical protein
LFGLNBED_00030	CDS	3141				hypothetical protein
LFGLNBED_00031	CDS	681				hypothetical protein
LFGLNBED_00032	CDS	1113				hypothetical protein
LFGLNBED_00033	CDS	342				hypothetical protein
LFGLNBED_00034	CDS	471				hypothetical protein
LFGLNBED_00035	CDS	546				hypothetical protein
LFGLNBED_00036	CDS	1422				hypothetical protein
LFGLNBED_00037	CDS	1383				hypothetical protein
LFGLNBED_00038	CDS	252				hypothetical protein
LFGLNBED_00039	CDS	447				hypothetical protein
LFGLNBED_00040	CDS	555				hypothetical protein
LFGLNBED_00041	CDS	951				hypothetical protein
LFGLNBED_00042	CDS	360				hypothetical protein
LFGLNBED_00043	CDS	369				hypothetical protein
LFGLNBED_00044	CDS	441				hypothetical protein
LFGLNBED_00045	CDS	405				hypothetical protein
LFGLNBED_00046	CDS	1416				hypothetical protein
LFGLNBED_00047	CDS	486	xkdM_2			Phage-like element PBSX protein XkdM
LFGLNBED_00048	CDS	417				hypothetical protein
LFGLNBED_00049	CDS	948	dexB_1	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
LFGLNBED_00050	CDS	858	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
LFGLNBED_00051	CDS	1359				hypothetical protein
