locus_tag	ftype	length_bp	gene	EC_number	COG	product
MABFOIKN_00001	CDS	852	uvrC		COG0322	UvrABC system protein C
MABFOIKN_00002	CDS	555	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MABFOIKN_00003	tRNA	88				tRNA-Leu(taa)
MABFOIKN_00004	tRNA	76				tRNA-Gly(gcc)
MABFOIKN_00005	CDS	1236				hypothetical protein
MABFOIKN_00006	CDS	684				hypothetical protein
MABFOIKN_00007	CDS	759	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
MABFOIKN_00008	CDS	636	entB	6.3.2.14	COG1535	Enterobactin synthase component B
MABFOIKN_00009	CDS	1167	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
MABFOIKN_00010	CDS	90				hypothetical protein
MABFOIKN_00011	CDS	441				hypothetical protein
MABFOIKN_00012	CDS	663	pcaK		COG0477	4-hydroxybenzoate transporter PcaK
MABFOIKN_00013	CDS	1011	panP_1	4.1.1.11	COG0076	Aspartate 1-decarboxylase
MABFOIKN_00014	CDS	423				hypothetical protein
MABFOIKN_00015	CDS	543				hypothetical protein
MABFOIKN_00016	CDS	1218	tetA_1			Tetracycline resistance protein, class C
MABFOIKN_00017	CDS	1758		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MABFOIKN_00018	CDS	1752		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MABFOIKN_00019	CDS	780	lgrE	1.1.-.-		Linear gramicidin dehydrogenase LgrE
MABFOIKN_00020	CDS	4302	lgrD			Linear gramicidin synthase subunit D
MABFOIKN_00021	CDS	1260				hypothetical protein
MABFOIKN_00022	CDS	1617	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
MABFOIKN_00023	CDS	228				hypothetical protein
MABFOIKN_00024	CDS	3069	ppsE	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsE
MABFOIKN_00025	CDS	7905	tycC			Tyrocidine synthase 3
