locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAONLJOI_00001	CDS	1221	cinA			Putative competence-damage inducible protein
CAONLJOI_00002	CDS	291	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
CAONLJOI_00003	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
CAONLJOI_00004	CDS	2094	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
CAONLJOI_00005	CDS	1068	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
CAONLJOI_00006	CDS	762	ulaR		COG1349	HTH-type transcriptional regulator UlaR
CAONLJOI_00007	CDS	1767	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
CAONLJOI_00008	CDS	474	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
CAONLJOI_00009	CDS	702	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
CAONLJOI_00010	CDS	645	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
CAONLJOI_00011	CDS	891	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
CAONLJOI_00012	CDS	141				hypothetical protein
CAONLJOI_00013	CDS	1254	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
CAONLJOI_00014	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
CAONLJOI_00015	CDS	735				hypothetical protein
CAONLJOI_00016	CDS	924	xerC_1		COG4973	Tyrosine recombinase XerC
CAONLJOI_00017	CDS	714	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
CAONLJOI_00018	CDS	2232	uvrD	3.6.4.12	COG0210	DNA helicase II
CAONLJOI_00019	CDS	312	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
CAONLJOI_00020	CDS	516				hypothetical protein
CAONLJOI_00021	CDS	798				hypothetical protein
CAONLJOI_00022	CDS	630	thiN_1	2.7.6.2	COG1564	Thiamine pyrophosphokinase
CAONLJOI_00023	CDS	462	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
CAONLJOI_00024	CDS	402	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
CAONLJOI_00025	CDS	1041	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
CAONLJOI_00026	CDS	1398	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
CAONLJOI_00027	CDS	165				hypothetical protein
CAONLJOI_00028	CDS	501	yihI		COG3078	Der GTPase-activating protein YihI
CAONLJOI_00029	CDS	912	coaA_1	2.7.1.33		Pantothenate kinase
CAONLJOI_00030	CDS	456	yqjC			Protein YqjC
CAONLJOI_00031	CDS	474	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
CAONLJOI_00032	CDS	657	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CAONLJOI_00033	CDS	672	yhhQ		COG1738	Queuosine precursor transporter
CAONLJOI_00034	CDS	5133	yfhM		COG2373	Alpha-2-macroglobulin
CAONLJOI_00035	CDS	2298	pbpC		COG4953	Penicillin-binding protein 1C
CAONLJOI_00036	CDS	423	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
CAONLJOI_00037	CDS	762	glcR		COG1349	HTH-type transcriptional repressor GlcR
CAONLJOI_00038	CDS	981	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
CAONLJOI_00039	CDS	1263	dtnK	2.7.1.219	COG3395	D-threonate kinase
CAONLJOI_00040	CDS	1137	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
CAONLJOI_00041	CDS	879	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CAONLJOI_00042	CDS	309	rplU		COG0261	50S ribosomal protein L21
CAONLJOI_00043	CDS	1806	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
CAONLJOI_00044	CDS	654	narL		COG2197	Nitrate/nitrite response regulator protein NarL
CAONLJOI_00045	CDS	1023				hypothetical protein
CAONLJOI_00046	CDS	1374	cysG		COG0007	Siroheme synthase
CAONLJOI_00047	CDS	768	nirC		COG2116	Nitrite transporter NirC
CAONLJOI_00048	CDS	333	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
CAONLJOI_00049	CDS	2523	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
CAONLJOI_00050	CDS	498				hypothetical protein
CAONLJOI_00051	CDS	1137	aaeA_1			p-hydroxybenzoic acid efflux pump subunit AaeA
CAONLJOI_00052	CDS	1161				hypothetical protein
CAONLJOI_00053	CDS	783	srlR_1		COG1349	Glucitol operon repressor
CAONLJOI_00054	CDS	1167	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
CAONLJOI_00055	CDS	489	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
CAONLJOI_00056	CDS	783	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
CAONLJOI_00057	CDS	897	manZ_1		COG3716	PTS system mannose-specific EIID component
CAONLJOI_00058	CDS	438				hypothetical protein
CAONLJOI_00059	CDS	1161	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
CAONLJOI_00060	CDS	1254	agp_1	3.1.3.10		Glucose-1-phosphatase
CAONLJOI_00061	CDS	531	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
CAONLJOI_00062	CDS	1899	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
CAONLJOI_00063	CDS	1722	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
CAONLJOI_00064	CDS	1908				hypothetical protein
CAONLJOI_00065	CDS	342				hypothetical protein
CAONLJOI_00066	CDS	966	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
CAONLJOI_00067	CDS	861	tehB	2.1.1.-		putative S-adenosyl-L-methionine-dependent methyltransferase TehB
CAONLJOI_00068	CDS	2541				hypothetical protein
CAONLJOI_00069	CDS	1671	yddA_1		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
CAONLJOI_00070	CDS	2757				hypothetical protein
CAONLJOI_00071	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
CAONLJOI_00072	CDS	291	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
CAONLJOI_00073	CDS	573	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
CAONLJOI_00074	CDS	672				hypothetical protein
CAONLJOI_00075	CDS	204	slyX_1			Protein SlyX
CAONLJOI_00076	CDS	387	rplQ		COG0203	50S ribosomal protein L17
