locus_tag	ftype	length_bp	gene	EC_number	COG	product
NICNEPOM_00001	CDS	333	emrE_1		COG2076	Multidrug transporter EmrE
NICNEPOM_00002	CDS	225				hypothetical protein
NICNEPOM_00003	CDS	204				hypothetical protein
NICNEPOM_00004	CDS	1305				hypothetical protein
NICNEPOM_00005	CDS	927				hypothetical protein
NICNEPOM_00006	CDS	861				hypothetical protein
NICNEPOM_00007	CDS	1224				hypothetical protein
NICNEPOM_00008	CDS	837				hypothetical protein
NICNEPOM_00009	CDS	1446	sctC_1			Type 3 secretion system secretin
NICNEPOM_00010	CDS	1176				hypothetical protein
NICNEPOM_00011	CDS	480				hypothetical protein
NICNEPOM_00012	CDS	801				hypothetical protein
NICNEPOM_00013	CDS	1938				hypothetical protein
NICNEPOM_00014	CDS	1122				hypothetical protein
NICNEPOM_00015	CDS	639				hypothetical protein
NICNEPOM_00016	CDS	774				hypothetical protein
NICNEPOM_00017	CDS	2430				hypothetical protein
NICNEPOM_00018	CDS	4515				hypothetical protein
NICNEPOM_00019	CDS	753				hypothetical protein
NICNEPOM_00020	CDS	603				hypothetical protein
NICNEPOM_00021	CDS	891	hdfR_1			HTH-type transcriptional regulator HdfR
NICNEPOM_00022	CDS	699				hypothetical protein
NICNEPOM_00023	CDS	909				hypothetical protein
NICNEPOM_00024	CDS	3105	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
NICNEPOM_00025	CDS	1155				hypothetical protein
NICNEPOM_00026	CDS	1266				hypothetical protein
NICNEPOM_00027	CDS	1566	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
NICNEPOM_00028	CDS	408	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
NICNEPOM_00029	CDS	456				hypothetical protein
NICNEPOM_00030	CDS	1476				hypothetical protein
NICNEPOM_00031	CDS	2694				hypothetical protein
NICNEPOM_00032	CDS	963				hypothetical protein
NICNEPOM_00033	CDS	2043				hypothetical protein
NICNEPOM_00034	CDS	306				hypothetical protein
NICNEPOM_00035	CDS	318				hypothetical protein
NICNEPOM_00036	CDS	1539				hypothetical protein
NICNEPOM_00037	CDS	252				hypothetical protein
NICNEPOM_00038	CDS	186				hypothetical protein
NICNEPOM_00039	CDS	414				hypothetical protein
NICNEPOM_00040	CDS	447				hypothetical protein
NICNEPOM_00041	CDS	168				hypothetical protein
NICNEPOM_00042	CDS	2994				hypothetical protein
NICNEPOM_00043	CDS	654				hypothetical protein
NICNEPOM_00044	CDS	756				hypothetical protein
NICNEPOM_00045	CDS	264				hypothetical protein
NICNEPOM_00046	CDS	237				hypothetical protein
NICNEPOM_00047	CDS	264				hypothetical protein
NICNEPOM_00048	CDS	912				hypothetical protein
NICNEPOM_00049	CDS	198				hypothetical protein
NICNEPOM_00050	CDS	441				hypothetical protein
NICNEPOM_00051	CDS	696				hypothetical protein
NICNEPOM_00052	CDS	720				hypothetical protein
NICNEPOM_00053	CDS	828				hypothetical protein
NICNEPOM_00054	CDS	279				hypothetical protein
NICNEPOM_00055	CDS	1083				hypothetical protein
NICNEPOM_00056	CDS	456				hypothetical protein
NICNEPOM_00057	CDS	489				hypothetical protein
NICNEPOM_00058	CDS	1359				hypothetical protein
NICNEPOM_00059	CDS	264				hypothetical protein
NICNEPOM_00060	CDS	366	rnc	3.1.26.3	COG0571	Ribonuclease 3
NICNEPOM_00061	CDS	519				hypothetical protein
NICNEPOM_00062	CDS	924	era		COG1159	GTPase Era
NICNEPOM_00063	CDS	561				hypothetical protein
NICNEPOM_00064	CDS	864				hypothetical protein
NICNEPOM_00065	CDS	831				hypothetical protein
NICNEPOM_00066	CDS	870				hypothetical protein
NICNEPOM_00067	CDS	1365	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
NICNEPOM_00068	CDS	3360				hypothetical protein
NICNEPOM_00069	tRNA	76				tRNA-Val(tac)
NICNEPOM_00070	CDS	282				hypothetical protein
NICNEPOM_00071	CDS	2994		3.1.21.4		Type IIS restriction enzyme Eco57I
NICNEPOM_00072	CDS	327				hypothetical protein
NICNEPOM_00073	CDS	1626		2.1.1.72		Modification methylase Eco57IB
NICNEPOM_00074	CDS	198				hypothetical protein
