locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJJIKKFE_00001	CDS	1050	hrcA		COG1420	Heat-inducible transcription repressor HrcA
IJJIKKFE_00002	CDS	933	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
IJJIKKFE_00003	CDS	894	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
IJJIKKFE_00004	CDS	363	rbfA			Ribosome-binding factor A
IJJIKKFE_00005	CDS	2637	infB			Translation initiation factor IF-2
IJJIKKFE_00006	CDS	312	rplGA		COG1358	putative ribosomal protein YlxQ
IJJIKKFE_00007	CDS	276				hypothetical protein
IJJIKKFE_00008	CDS	1245	nusA		COG0195	Transcription termination/antitermination protein NusA
IJJIKKFE_00009	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
IJJIKKFE_00010	CDS	4308	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
IJJIKKFE_00011	CDS	1701	proS	6.1.1.15	COG0442	Proline--tRNA ligase
IJJIKKFE_00012	CDS	1257	rasP	3.4.24.-	COG0750	Regulator of sigma-W protease RasP
IJJIKKFE_00013	CDS	798				hypothetical protein
IJJIKKFE_00014	CDS	735	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
IJJIKKFE_00015	CDS	558	frr_1			Ribosome-recycling factor
IJJIKKFE_00016	CDS	735	pyrH_1	2.7.4.22	COG0528	Uridylate kinase
IJJIKKFE_00017	CDS	912	bglK	2.7.1.85	COG1940	Beta-glucoside kinase
IJJIKKFE_00018	CDS	1125				hypothetical protein
IJJIKKFE_00019	CDS	183				hypothetical protein
IJJIKKFE_00020	CDS	1248				hypothetical protein
IJJIKKFE_00021	CDS	876	tsf_1		COG0264	Elongation factor Ts
IJJIKKFE_00022	CDS	804	rpsB		COG0052	30S ribosomal protein S2
IJJIKKFE_00023	CDS	1032	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
IJJIKKFE_00024	CDS	615	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IJJIKKFE_00025	CDS	1176	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
IJJIKKFE_00026	CDS	1401		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
IJJIKKFE_00027	CDS	1791	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
IJJIKKFE_00028	CDS	1755	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
IJJIKKFE_00029	CDS	216				hypothetical protein
IJJIKKFE_00030	CDS	249				hypothetical protein
IJJIKKFE_00031	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
IJJIKKFE_00032	CDS	375				hypothetical protein
IJJIKKFE_00033	CDS	300				hypothetical protein
IJJIKKFE_00034	CDS	765	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
IJJIKKFE_00035	CDS	297	rplS		COG0335	50S ribosomal protein L19
IJJIKKFE_00036	CDS	726	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
IJJIKKFE_00037	CDS	516	rimM			Ribosome maturation factor RimM
IJJIKKFE_00038	CDS	273	rpsP		COG0228	30S ribosomal protein S16
IJJIKKFE_00039	CDS	1428	ffh		COG0541	Signal recognition particle protein
IJJIKKFE_00040	CDS	342				hypothetical protein
IJJIKKFE_00041	CDS	1236	yhdG		COG0531	putative amino acid permease YhdG
IJJIKKFE_00042	CDS	1482	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
IJJIKKFE_00043	CDS	1884	bglF_1		COG1263	PTS system beta-glucoside-specific EIIBCA component
IJJIKKFE_00044	CDS	873	licT_1		COG3711	Transcription antiterminator LicT
IJJIKKFE_00045	CDS	1425	pepDA_1	3.4.-.-	COG4690	Dipeptidase A
IJJIKKFE_00046	CDS	1215	ftsY			Signal recognition particle receptor FtsY
IJJIKKFE_00047	CDS	3564	smc_1		COG1196	Chromosome partition protein Smc
IJJIKKFE_00048	CDS	687	rnc	3.1.26.3	COG0571	Ribonuclease 3
IJJIKKFE_00049	CDS	1770	appA_1			Oligopeptide-binding protein AppA
IJJIKKFE_00050	CDS	1767				hypothetical protein
IJJIKKFE_00051	CDS	1764	appA_2			Oligopeptide-binding protein AppA
IJJIKKFE_00052	CDS	165				hypothetical protein
IJJIKKFE_00053	CDS	918				hypothetical protein
IJJIKKFE_00054	CDS	960	gsiC		COG0601	Glutathione transport system permease protein GsiC
IJJIKKFE_00055	CDS	978	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
IJJIKKFE_00056	CDS	1011	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
IJJIKKFE_00057	CDS	243	acpP_1		COG0236	Acyl carrier protein
IJJIKKFE_00058	CDS	999	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
IJJIKKFE_00059	CDS	2037	recG	3.6.4.12		ATP-dependent DNA helicase RecG
IJJIKKFE_00060	CDS	1659				putative protein
IJJIKKFE_00061	CDS	363				putative protein
IJJIKKFE_00062	CDS	186	rpmB			50S ribosomal protein L28
IJJIKKFE_00063	CDS	687	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
IJJIKKFE_00064	CDS	648	rpe_1	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
IJJIKKFE_00065	CDS	894	rsgA_1	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
IJJIKKFE_00066	CDS	1986	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
IJJIKKFE_00067	CDS	750		3.1.3.16		Putative protein phosphatase 2C-type
IJJIKKFE_00068	CDS	1326	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
IJJIKKFE_00069	CDS	945	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
IJJIKKFE_00070	CDS	2097	priA	3.6.4.-	COG1198	Primosomal protein N'
