locus_tag	ftype	length_bp	gene	EC_number	COG	product
CPFNGDDN_00001	CDS	1779				hypothetical protein
CPFNGDDN_00002	CDS	8274				hypothetical protein
CPFNGDDN_00003	CDS	549				hypothetical protein
CPFNGDDN_00004	CDS	237				hypothetical protein
CPFNGDDN_00005	CDS	531	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
CPFNGDDN_00006	CDS	144				hypothetical protein
CPFNGDDN_00007	CDS	4404				hypothetical protein
CPFNGDDN_00008	CDS	2430				hypothetical protein
CPFNGDDN_00009	CDS	774				hypothetical protein
CPFNGDDN_00010	CDS	639				hypothetical protein
CPFNGDDN_00011	CDS	1122				hypothetical protein
CPFNGDDN_00012	CDS	345	murA_1	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CPFNGDDN_00013	CDS	5139				hypothetical protein
CPFNGDDN_00014	CDS	267				hypothetical protein
CPFNGDDN_00015	CDS	1005	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
CPFNGDDN_00016	tRNA	76				tRNA-Ala(ggc)
CPFNGDDN_00017	CDS	534				hypothetical protein
CPFNGDDN_00018	CDS	420				hypothetical protein
CPFNGDDN_00019	CDS	600				hypothetical protein
CPFNGDDN_00020	CDS	327				hypothetical protein
CPFNGDDN_00021	CDS	405				hypothetical protein
CPFNGDDN_00022	CDS	486				hypothetical protein
CPFNGDDN_00023	CDS	402				hypothetical protein
CPFNGDDN_00024	CDS	285				hypothetical protein
CPFNGDDN_00025	CDS	606				hypothetical protein
CPFNGDDN_00026	CDS	372				hypothetical protein
CPFNGDDN_00027	CDS	243				hypothetical protein
CPFNGDDN_00028	CDS	777				hypothetical protein
CPFNGDDN_00029	CDS	4539				hypothetical protein
CPFNGDDN_00030	CDS	783				hypothetical protein
CPFNGDDN_00031	CDS	783				hypothetical protein
CPFNGDDN_00032	CDS	783				hypothetical protein
CPFNGDDN_00033	CDS	429				hypothetical protein
CPFNGDDN_00034	CDS	408				hypothetical protein
CPFNGDDN_00035	CDS	624				hypothetical protein
CPFNGDDN_00036	CDS	546	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
CPFNGDDN_00037	CDS	1155				hypothetical protein
CPFNGDDN_00038	CDS	579				hypothetical protein
CPFNGDDN_00039	CDS	93				hypothetical protein
CPFNGDDN_00040	CDS	354				hypothetical protein
CPFNGDDN_00041	CDS	456				hypothetical protein
CPFNGDDN_00042	CDS	480				hypothetical protein
CPFNGDDN_00043	CDS	576				hypothetical protein
CPFNGDDN_00044	CDS	582	umuC		COG0389	Protein UmuC
CPFNGDDN_00045	CDS	3414				hypothetical protein
CPFNGDDN_00046	CDS	3366				hypothetical protein
CPFNGDDN_00047	CDS	840				hypothetical protein
CPFNGDDN_00048	CDS	2232				hypothetical protein
CPFNGDDN_00049	CDS	237				hypothetical protein
CPFNGDDN_00050	CDS	945	hslO		COG1281	33 kDa chaperonin
CPFNGDDN_00051	CDS	843				hypothetical protein
CPFNGDDN_00052	CDS	6300				hypothetical protein
CPFNGDDN_00053	CDS	213	katA	1.11.1.6	COG0753	Catalase
CPFNGDDN_00054	CDS	1188	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
CPFNGDDN_00055	CDS	2325				hypothetical protein
CPFNGDDN_00056	CDS	975	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
CPFNGDDN_00057	CDS	375	arnF			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
CPFNGDDN_00058	CDS	1431	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
CPFNGDDN_00059	CDS	270	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
CPFNGDDN_00060	CDS	1710				hypothetical protein
CPFNGDDN_00061	CDS	1782				hypothetical protein
CPFNGDDN_00062	CDS	1467				hypothetical protein
CPFNGDDN_00063	CDS	600				hypothetical protein
CPFNGDDN_00064	CDS	429				hypothetical protein
CPFNGDDN_00065	CDS	675	cmk	2.7.4.25		Cytidylate kinase
CPFNGDDN_00066	CDS	618				hypothetical protein
CPFNGDDN_00067	CDS	1314	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
CPFNGDDN_00068	CDS	1041	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
CPFNGDDN_00069	CDS	4830				hypothetical protein
CPFNGDDN_00070	CDS	597				hypothetical protein
CPFNGDDN_00071	CDS	843	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CPFNGDDN_00072	CDS	351				hypothetical protein
CPFNGDDN_00073	CDS	951				hypothetical protein
CPFNGDDN_00074	CDS	4299				hypothetical protein
CPFNGDDN_00075	CDS	708				hypothetical protein
CPFNGDDN_00076	CDS	618				hypothetical protein
CPFNGDDN_00077	CDS	3063				hypothetical protein
CPFNGDDN_00078	CDS	1146				hypothetical protein
CPFNGDDN_00079	CDS	1392				hypothetical protein
CPFNGDDN_00080	CDS	219				hypothetical protein
CPFNGDDN_00081	CDS	1431	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
CPFNGDDN_00082	CDS	708				hypothetical protein
CPFNGDDN_00083	CDS	498				hypothetical protein
CPFNGDDN_00084	CDS	852				hypothetical protein
CPFNGDDN_00085	CDS	591				hypothetical protein
CPFNGDDN_00086	CDS	453				hypothetical protein
CPFNGDDN_00087	CDS	402				hypothetical protein
CPFNGDDN_00088	CDS	1752		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
CPFNGDDN_00089	CDS	2211	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
CPFNGDDN_00090	CDS	207	copZ			Copper chaperone CopZ
CPFNGDDN_00091	CDS	171				hypothetical protein
CPFNGDDN_00092	CDS	435				hypothetical protein
CPFNGDDN_00093	CDS	966				hypothetical protein
CPFNGDDN_00094	CDS	516				hypothetical protein
CPFNGDDN_00095	CDS	933				hypothetical protein
CPFNGDDN_00096	CDS	756				hypothetical protein
CPFNGDDN_00097	CDS	219				hypothetical protein
CPFNGDDN_00098	CDS	162				hypothetical protein
CPFNGDDN_00099	CDS	246				hypothetical protein
CPFNGDDN_00100	CDS	375				hypothetical protein
CPFNGDDN_00101	CDS	987				hypothetical protein
CPFNGDDN_00102	CDS	648				hypothetical protein
CPFNGDDN_00103	CDS	651				hypothetical protein
CPFNGDDN_00104	CDS	540				hypothetical protein
CPFNGDDN_00105	CDS	2184	sctC			Type 3 secretion system secretin
CPFNGDDN_00106	CDS	804				hypothetical protein
CPFNGDDN_00107	CDS	288				hypothetical protein
CPFNGDDN_00108	CDS	825				hypothetical protein
CPFNGDDN_00109	CDS	1431				hypothetical protein
CPFNGDDN_00110	CDS	1290	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
CPFNGDDN_00111	CDS	381	smc			Chromosome partition protein Smc
CPFNGDDN_00112	CDS	3465	cdiA	3.1.-.-	COG3210	16S rRNA endonuclease CdiA
CPFNGDDN_00113	CDS	177				hypothetical protein
CPFNGDDN_00114	CDS	156	rpmG		COG0267	50S ribosomal protein L33
CPFNGDDN_00115	CDS	228	slyX			Protein SlyX
CPFNGDDN_00116	CDS	663	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
CPFNGDDN_00117	CDS	1719				hypothetical protein
CPFNGDDN_00118	CDS	306				hypothetical protein
CPFNGDDN_00119	CDS	396	uvrC		COG0322	UvrABC system protein C
CPFNGDDN_00120	CDS	945				hypothetical protein
CPFNGDDN_00121	CDS	777	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
CPFNGDDN_00122	CDS	1458	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
CPFNGDDN_00123	CDS	561	narH_1	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
CPFNGDDN_00124	CDS	636	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
CPFNGDDN_00125	CDS	690	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
CPFNGDDN_00126	CDS	753				hypothetical protein
CPFNGDDN_00127	CDS	750				hypothetical protein
CPFNGDDN_00128	CDS	744				hypothetical protein
CPFNGDDN_00129	CDS	873	nadC_1	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
CPFNGDDN_00130	CDS	1398	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
CPFNGDDN_00131	CDS	1104	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
CPFNGDDN_00132	CDS	2985				hypothetical protein
CPFNGDDN_00133	CDS	1146	lutA			Lactate utilization protein A
CPFNGDDN_00134	CDS	1101				hypothetical protein
CPFNGDDN_00135	CDS	480	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
CPFNGDDN_00136	CDS	729			COG0217	putative transcriptional regulatory protein
CPFNGDDN_00137	CDS	210				hypothetical protein
CPFNGDDN_00138	CDS	384				hypothetical protein
CPFNGDDN_00139	CDS	636	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
CPFNGDDN_00140	CDS	1287	ampG		COG0477	Anhydromuropeptide permease
CPFNGDDN_00141	CDS	1581				hypothetical protein
CPFNGDDN_00142	CDS	3627	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
CPFNGDDN_00143	CDS	366	recC	3.1.11.5		RecBCD enzyme subunit RecC
CPFNGDDN_00144	CDS	801	apxIA			RTX-I toxin determinant A from serotypes 1/9
CPFNGDDN_00145	CDS	771				hypothetical protein
CPFNGDDN_00146	CDS	165				hypothetical protein
CPFNGDDN_00147	CDS	327				hypothetical protein
CPFNGDDN_00148	CDS	399				hypothetical protein
CPFNGDDN_00149	CDS	1569				hypothetical protein
CPFNGDDN_00150	CDS	318				hypothetical protein
CPFNGDDN_00151	tRNA	76				tRNA-Lys(ttt)
CPFNGDDN_00152	CDS	1416				hypothetical protein
CPFNGDDN_00153	CDS	819	vgb	4.2.99.-		Virginiamycin B lyase
CPFNGDDN_00154	CDS	3006				hypothetical protein
CPFNGDDN_00155	CDS	240	bioB	2.8.1.6		Biotin synthase
CPFNGDDN_00156	CDS	129				hypothetical protein
CPFNGDDN_00157	CDS	450				hypothetical protein
CPFNGDDN_00158	CDS	282				hypothetical protein
CPFNGDDN_00159	CDS	1158				hypothetical protein
CPFNGDDN_00160	CDS	189				hypothetical protein
CPFNGDDN_00161	CDS	321				hypothetical protein
CPFNGDDN_00162	CDS	231				hypothetical protein
CPFNGDDN_00163	CDS	207				hypothetical protein
CPFNGDDN_00164	CDS	453				hypothetical protein
CPFNGDDN_00165	CDS	600				hypothetical protein
CPFNGDDN_00166	CDS	264				hypothetical protein
CPFNGDDN_00167	CDS	777				hypothetical protein
CPFNGDDN_00168	CDS	783				hypothetical protein
CPFNGDDN_00169	CDS	594	sotB			sugar efflux transporter
CPFNGDDN_00170	CDS	195				hypothetical protein
CPFNGDDN_00171	CDS	828				hypothetical protein
CPFNGDDN_00172	CDS	411				hypothetical protein
CPFNGDDN_00173	CDS	441	rnhA	3.1.26.4	COG0328	Ribonuclease HI
CPFNGDDN_00174	CDS	432				hypothetical protein
CPFNGDDN_00175	CDS	381				hypothetical protein
CPFNGDDN_00176	CDS	654				hypothetical protein
CPFNGDDN_00177	CDS	168				hypothetical protein
CPFNGDDN_00178	tRNA	76				tRNA-Lys(ctt)
CPFNGDDN_00179	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CPFNGDDN_00180	CDS	696				hypothetical protein
CPFNGDDN_00181	CDS	2097	phaZ2	3.1.1.22		D-(-)-3-hydroxybutyrate oligomer hydrolase
CPFNGDDN_00182	CDS	1791				hypothetical protein
CPFNGDDN_00183	CDS	1044	ydiO	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
CPFNGDDN_00184	CDS	486				hypothetical protein
CPFNGDDN_00185	CDS	360				hypothetical protein
CPFNGDDN_00186	CDS	1407		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
CPFNGDDN_00187	CDS	1500		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
CPFNGDDN_00188	CDS	969	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
CPFNGDDN_00189	CDS	579				hypothetical protein
CPFNGDDN_00190	CDS	303				hypothetical protein
CPFNGDDN_00191	CDS	759				hypothetical protein
CPFNGDDN_00192	CDS	279	nusB			Transcription antitermination protein NusB
CPFNGDDN_00193	CDS	1362	mdtD_1			Putative multidrug resistance protein MdtD
CPFNGDDN_00194	CDS	324	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
CPFNGDDN_00195	CDS	639	rhtC		COG1280	Threonine efflux protein
CPFNGDDN_00196	CDS	576				hypothetical protein
CPFNGDDN_00197	CDS	1152				hypothetical protein
CPFNGDDN_00198	CDS	1014				hypothetical protein
CPFNGDDN_00199	CDS	240				hypothetical protein
CPFNGDDN_00200	CDS	1851	lptD		COG1452	LPS-assembly protein LptD
CPFNGDDN_00201	CDS	960		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
CPFNGDDN_00202	CDS	1644	glcA		COG1620	Glycolate permease GlcA
CPFNGDDN_00203	CDS	198	moaA			GTP 3',8-cyclase
CPFNGDDN_00204	CDS	351	plsX	2.3.1.274		Phosphate acyltransferase
CPFNGDDN_00205	CDS	963	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
CPFNGDDN_00206	CDS	864				hypothetical protein
CPFNGDDN_00207	CDS	945	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CPFNGDDN_00208	CDS	165	murA_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
CPFNGDDN_00209	CDS	285	modB_1		COG4149	Molybdenum transport system permease protein ModB
CPFNGDDN_00210	CDS	705	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CPFNGDDN_00211	CDS	831	mopA		COG2005	Molybdenum-pterin-binding protein MopA
CPFNGDDN_00212	CDS	663				hypothetical protein
CPFNGDDN_00213	CDS	171				hypothetical protein
CPFNGDDN_00214	CDS	729	rmpM		COG2885	Outer membrane protein class 4
CPFNGDDN_00215	CDS	798				hypothetical protein
CPFNGDDN_00216	CDS	678				hypothetical protein
CPFNGDDN_00217	CDS	516				hypothetical protein
CPFNGDDN_00218	CDS	606				hypothetical protein
CPFNGDDN_00219	CDS	483				hypothetical protein
CPFNGDDN_00220	CDS	141				hypothetical protein
CPFNGDDN_00221	CDS	729	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
CPFNGDDN_00222	CDS	1338	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
CPFNGDDN_00223	CDS	324				hypothetical protein
CPFNGDDN_00224	CDS	702	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
CPFNGDDN_00225	CDS	438				hypothetical protein
CPFNGDDN_00226	CDS	426	yhgF		COG2183	Protein YhgF
CPFNGDDN_00227	CDS	786				hypothetical protein
