locus_tag	ftype	length_bp	gene	EC_number	COG	product
DNLDPLCL_00001	CDS	891				hypothetical protein
DNLDPLCL_00002	CDS	495				hypothetical protein
DNLDPLCL_00003	CDS	1752				hypothetical protein
DNLDPLCL_00004	CDS	774				hypothetical protein
DNLDPLCL_00005	CDS	1323				hypothetical protein
DNLDPLCL_00006	CDS	3477				hypothetical protein
DNLDPLCL_00007	CDS	1200				hypothetical protein
DNLDPLCL_00008	CDS	492	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
DNLDPLCL_00009	CDS	1002	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
DNLDPLCL_00010	CDS	195				hypothetical protein
DNLDPLCL_00011	CDS	762	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
DNLDPLCL_00012	CDS	693				hypothetical protein
DNLDPLCL_00013	CDS	663				hypothetical protein
DNLDPLCL_00014	CDS	615				hypothetical protein
DNLDPLCL_00015	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
DNLDPLCL_00016	CDS	417	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
DNLDPLCL_00017	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
DNLDPLCL_00018	CDS	2700	mgtB	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
DNLDPLCL_00019	CDS	1254				hypothetical protein
DNLDPLCL_00020	CDS	486	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
DNLDPLCL_00021	CDS	2031				hypothetical protein
DNLDPLCL_00022	CDS	786	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
DNLDPLCL_00023	CDS	441				hypothetical protein
DNLDPLCL_00024	CDS	1623				hypothetical protein
DNLDPLCL_00025	CDS	1629	pyrG	6.3.4.2	COG0504	CTP synthase
DNLDPLCL_00026	CDS	1308	eno	4.2.1.11	COG0148	Enolase
DNLDPLCL_00027	CDS	276	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
DNLDPLCL_00028	CDS	852	focA		COG2116	putative formate transporter 1
DNLDPLCL_00029	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DNLDPLCL_00030	CDS	900	rarD		COG2962	Protein RarD
DNLDPLCL_00031	CDS	1074	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
DNLDPLCL_00032	CDS	1083	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
DNLDPLCL_00033	CDS	1620	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
DNLDPLCL_00034	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
DNLDPLCL_00035	CDS	426				hypothetical protein
DNLDPLCL_00036	CDS	1134	potF		COG0687	Putrescine-binding periplasmic protein
DNLDPLCL_00037	CDS	1137	potA	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
DNLDPLCL_00038	CDS	1179				hypothetical protein
DNLDPLCL_00039	CDS	1203				hypothetical protein
DNLDPLCL_00040	CDS	1359	puuP_1		COG0531	Putrescine importer PuuP
DNLDPLCL_00041	CDS	1533	nfdA	3.5.1.91		N-substituted formamide deformylase
DNLDPLCL_00042	CDS	393	rplQ		COG0203	50S ribosomal protein L17
DNLDPLCL_00043	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
DNLDPLCL_00044	CDS	621	rpsD		COG0522	30S ribosomal protein S4
DNLDPLCL_00045	CDS	390	rpsK		COG0100	30S ribosomal protein S11
DNLDPLCL_00046	CDS	357	rpsM		COG0099	30S ribosomal protein S13
DNLDPLCL_00047	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
DNLDPLCL_00048	CDS	1347	secY		COG0201	Protein translocase subunit SecY
DNLDPLCL_00049	CDS	435	rplO		COG0200	50S ribosomal protein L15
DNLDPLCL_00050	CDS	180	rpmD		COG1841	50S ribosomal protein L30
DNLDPLCL_00051	CDS	501	rpsE		COG0098	30S ribosomal protein S5
DNLDPLCL_00052	CDS	354	rplR		COG0256	50S ribosomal protein L18
DNLDPLCL_00053	CDS	534	rplF		COG0097	50S ribosomal protein L6
DNLDPLCL_00054	CDS	393	rpsH		COG0096	30S ribosomal protein S8
DNLDPLCL_00055	CDS	306	rpsN		COG0199	30S ribosomal protein S14
DNLDPLCL_00056	CDS	540	rplE		COG0094	50S ribosomal protein L5
DNLDPLCL_00057	CDS	315	rplX		COG0198	50S ribosomal protein L24
DNLDPLCL_00058	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
DNLDPLCL_00059	CDS	168	rpmF		COG0333	50S ribosomal protein L32
DNLDPLCL_00060	CDS	1023	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DNLDPLCL_00061	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DNLDPLCL_00062	CDS	936	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
DNLDPLCL_00063	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DNLDPLCL_00064	CDS	312	acpP_1			Acyl carrier protein
DNLDPLCL_00065	CDS	1245	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DNLDPLCL_00066	CDS	924	yclQ		COG4607	Petrobactin-binding protein YclQ
DNLDPLCL_00067	CDS	999	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
DNLDPLCL_00068	CDS	2025	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
DNLDPLCL_00069	CDS	3201	acrB		COG0841	Multidrug efflux pump subunit AcrB
