locus_tag	ftype	length_bp	gene	EC_number	COG	product
PICLCHKD_00001	CDS	975	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
PICLCHKD_00002	CDS	960	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
PICLCHKD_00003	CDS	1413	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PICLCHKD_00004	CDS	1107	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PICLCHKD_00005	CDS	1167	ftsW	2.4.1.129		putative peptidoglycan glycosyltransferase FtsW
PICLCHKD_00006	CDS	1395	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
PICLCHKD_00007	CDS	1092	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PICLCHKD_00008	CDS	1392	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
PICLCHKD_00009	CDS	1467	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PICLCHKD_00010	CDS	1956	ftsI	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
PICLCHKD_00011	CDS	969				hypothetical protein
PICLCHKD_00012	CDS	978	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PICLCHKD_00013	CDS	483	mraZ			Transcriptional regulator MraZ
PICLCHKD_00014	CDS	306				hypothetical protein
PICLCHKD_00015	CDS	612	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
PICLCHKD_00016	CDS	438				hypothetical protein
PICLCHKD_00017	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
PICLCHKD_00018	CDS	1236	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
PICLCHKD_00019	CDS	951	prsA	5.2.1.8		Foldase protein PrsA
PICLCHKD_00020	CDS	2643	secA_1		COG0653	Protein translocase subunit SecA
PICLCHKD_00021	CDS	750			COG0217	putative transcriptional regulatory protein
PICLCHKD_00022	CDS	507	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
PICLCHKD_00023	CDS	627	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
PICLCHKD_00024	CDS	1059	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
PICLCHKD_00025	CDS	465		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
PICLCHKD_00026	CDS	726	tolQ_1		COG0811	Tol-Pal system protein TolQ
PICLCHKD_00027	CDS	456	tolR_1			Tol-Pal system protein TolR
PICLCHKD_00028	CDS	1002				hypothetical protein
PICLCHKD_00029	CDS	1359	tolB		COG0823	Tol-Pal system protein TolB
PICLCHKD_00030	CDS	486	pal			Peptidoglycan-associated lipoprotein
PICLCHKD_00031	CDS	939	cpoB_1			Cell division coordinator CpoB
PICLCHKD_00032	CDS	1281	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
PICLCHKD_00033	CDS	1974	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PICLCHKD_00034	CDS	660				hypothetical protein
PICLCHKD_00035	CDS	1329				hypothetical protein
PICLCHKD_00036	tRNA	76				tRNA-Lys(ctt)
PICLCHKD_00037	CDS	474	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
