locus_tag	ftype	length_bp	gene	EC_number	COG	product
APBJIOEJ_00001	CDS	3018	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
APBJIOEJ_00002	CDS	1251				hypothetical protein
APBJIOEJ_00003	CDS	1578				hypothetical protein
APBJIOEJ_00004	CDS	1284				hypothetical protein
APBJIOEJ_00005	CDS	435			COG3279	putative HTH-type transcriptional regulator
APBJIOEJ_00006	CDS	459				hypothetical protein
APBJIOEJ_00007	CDS	363				hypothetical protein
APBJIOEJ_00008	CDS	381				hypothetical protein
APBJIOEJ_00009	CDS	705				hypothetical protein
APBJIOEJ_00010	CDS	267				hypothetical protein
APBJIOEJ_00011	CDS	582	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
APBJIOEJ_00012	CDS	525				hypothetical protein
APBJIOEJ_00013	CDS	204				hypothetical protein
APBJIOEJ_00014	CDS	276				hypothetical protein
APBJIOEJ_00015	CDS	360				hypothetical protein
APBJIOEJ_00016	CDS	273				hypothetical protein
APBJIOEJ_00017	CDS	507				hypothetical protein
APBJIOEJ_00018	CDS	591				hypothetical protein
APBJIOEJ_00019	CDS	1482				hypothetical protein
APBJIOEJ_00020	CDS	1404				hypothetical protein
APBJIOEJ_00021	CDS	708				hypothetical protein
APBJIOEJ_00022	CDS	1530				hypothetical protein
APBJIOEJ_00023	CDS	1221	ydiO	2.1.1.37	COG0270	putative BsuMI modification methylase subunit YdiO
APBJIOEJ_00024	CDS	219				hypothetical protein
APBJIOEJ_00025	CDS	771				hypothetical protein
APBJIOEJ_00026	CDS	258				hypothetical protein
APBJIOEJ_00027	CDS	138				hypothetical protein
APBJIOEJ_00028	CDS	204				hypothetical protein
APBJIOEJ_00029	CDS	408				hypothetical protein
APBJIOEJ_00030	CDS	1380		2.1.1.-	COG2265	putative RNA methyltransferase
APBJIOEJ_00031	CDS	3888	polC_1	2.7.7.7	COG2176	DNA polymerase III PolC-type
APBJIOEJ_00032	CDS	474	rimP_1		COG0779	Ribosome maturation factor RimP
APBJIOEJ_00033	CDS	1257	nusA_1		COG0195	Transcription termination/antitermination protein NusA
APBJIOEJ_00034	CDS	297				hypothetical protein
APBJIOEJ_00035	CDS	312				hypothetical protein
APBJIOEJ_00036	CDS	2640	infB_1			Translation initiation factor IF-2
APBJIOEJ_00037	CDS	363	rbfA_1			Ribosome-binding factor A
APBJIOEJ_00038	CDS	894	truB_1	5.4.99.25	COG0130	tRNA pseudouridine synthase B
APBJIOEJ_00039	CDS	933	ribF_1		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
APBJIOEJ_00040	CDS	1050	hrcA_1		COG1420	Heat-inducible transcription repressor HrcA
APBJIOEJ_00041	CDS	588	grpE			Protein GrpE
APBJIOEJ_00042	CDS	1863	dnaK_1		COG0443	Chaperone protein DnaK
APBJIOEJ_00043	CDS	1143	dnaJ_1		COG0484	Chaperone protein DnaJ
APBJIOEJ_00044	CDS	1839	lepA_1	3.6.5.-		Elongation factor 4
APBJIOEJ_00045	CDS	2280				hypothetical protein
APBJIOEJ_00046	CDS	528	apt	2.4.2.7		Adenine phosphoribosyltransferase
APBJIOEJ_00047	CDS	519				hypothetical protein
APBJIOEJ_00048	CDS	261				hypothetical protein
APBJIOEJ_00049	CDS	1368	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
APBJIOEJ_00050	CDS	1482	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
APBJIOEJ_00051	CDS	354	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
APBJIOEJ_00052	CDS	1128	alr	5.1.1.1	COG0787	Alanine racemase
APBJIOEJ_00053	CDS	708				hypothetical protein
APBJIOEJ_00054	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
APBJIOEJ_00055	CDS	3495	mfd	3.6.4.-		Transcription-repair-coupling factor
APBJIOEJ_00056	CDS	243				hypothetical protein
APBJIOEJ_00057	CDS	375				hypothetical protein
APBJIOEJ_00058	CDS	366				hypothetical protein
APBJIOEJ_00059	CDS	1257	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
APBJIOEJ_00060	CDS	2259	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
APBJIOEJ_00061	CDS	879	hslO			33 kDa chaperonin
APBJIOEJ_00062	CDS	1581	lagD	3.4.22.-		Lactococcin-G-processing and transport ATP-binding protein LagD
APBJIOEJ_00063	CDS	627	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
APBJIOEJ_00064	CDS	1020	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
APBJIOEJ_00065	CDS	1542	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
APBJIOEJ_00066	CDS	252				hypothetical protein
APBJIOEJ_00067	tRNA	73				tRNA-Gly(gcc)
APBJIOEJ_00068	CDS	585	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
APBJIOEJ_00069	CDS	744	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
APBJIOEJ_00070	CDS	261				hypothetical protein
APBJIOEJ_00071	CDS	1545				hypothetical protein
APBJIOEJ_00072	CDS	318				hypothetical protein
APBJIOEJ_00073	CDS	468				hypothetical protein
APBJIOEJ_00074	CDS	783	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
APBJIOEJ_00075	CDS	936	whiA		COG1481	putative cell division protein WhiA
APBJIOEJ_00076	CDS	1026			COG0391	Putative gluconeogenesis factor
APBJIOEJ_00077	CDS	879	yvcJ		COG1660	Nucleotide-binding protein YvcJ
APBJIOEJ_00078	CDS	543				hypothetical protein
APBJIOEJ_00079	CDS	2853	uvrA			UvrABC system protein A
APBJIOEJ_00080	CDS	2043	uvrB_1		COG0556	UvrABC system protein B
APBJIOEJ_00081	CDS	1725	pgcA	5.4.2.2		Phosphoglucomutase
APBJIOEJ_00082	CDS	930	trxB	1.8.1.9	COG0492	Thioredoxin reductase
