locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBFCJLLA_00001	CDS	10929	lgrD			Linear gramicidin synthase subunit D
CBFCJLLA_00002	CDS	666				hypothetical protein
CBFCJLLA_00003	CDS	1701	aspT			Aspartate/alanine antiporter
CBFCJLLA_00004	CDS	1602	asD	2.6.1.1	COG0436	Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
CBFCJLLA_00005	CDS	204				hypothetical protein
CBFCJLLA_00006	CDS	1215				hypothetical protein
CBFCJLLA_00007	CDS	765	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
CBFCJLLA_00008	CDS	909	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
CBFCJLLA_00009	CDS	1974	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
CBFCJLLA_00010	CDS	1149	polC_1	2.7.7.7		DNA polymerase III PolC-type
CBFCJLLA_00011	CDS	837				hypothetical protein
CBFCJLLA_00012	CDS	1035				hypothetical protein
CBFCJLLA_00013	CDS	1029				hypothetical protein
CBFCJLLA_00014	CDS	1023				hypothetical protein
CBFCJLLA_00015	CDS	1044				hypothetical protein
CBFCJLLA_00016	CDS	1008				hypothetical protein
CBFCJLLA_00017	CDS	1014				hypothetical protein
CBFCJLLA_00018	CDS	1023				hypothetical protein
CBFCJLLA_00019	CDS	1029				hypothetical protein
CBFCJLLA_00020	CDS	1023				hypothetical protein
CBFCJLLA_00021	CDS	816				hypothetical protein
CBFCJLLA_00022	CDS	201				hypothetical protein
CBFCJLLA_00023	CDS	1053				hypothetical protein
CBFCJLLA_00024	CDS	1110				hypothetical protein
CBFCJLLA_00025	CDS	993				hypothetical protein
CBFCJLLA_00026	CDS	1032				hypothetical protein
CBFCJLLA_00027	CDS	699				hypothetical protein
CBFCJLLA_00028	CDS	699				hypothetical protein
CBFCJLLA_00029	CDS	1002				hypothetical protein
CBFCJLLA_00030	CDS	1086				hypothetical protein
CBFCJLLA_00031	CDS	363				hypothetical protein
CBFCJLLA_00032	CDS	210				hypothetical protein
CBFCJLLA_00033	CDS	162				hypothetical protein
CBFCJLLA_00034	CDS	1086				hypothetical protein
CBFCJLLA_00035	CDS	177				hypothetical protein
CBFCJLLA_00036	CDS	1029				hypothetical protein
CBFCJLLA_00037	CDS	741				hypothetical protein
CBFCJLLA_00038	CDS	705	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
CBFCJLLA_00039	CDS	480	greA		COG0782	Transcription elongation factor GreA
CBFCJLLA_00040	CDS	2418	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
CBFCJLLA_00041	CDS	1050	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
CBFCJLLA_00042	CDS	351	yodB		COG1733	HTH-type transcriptional regulator YodB
CBFCJLLA_00043	CDS	771	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
CBFCJLLA_00044	CDS	333	yccX	3.6.1.7		Acylphosphatase
CBFCJLLA_00045	CDS	966	yidC			Membrane protein insertase YidC
CBFCJLLA_00046	CDS	1551	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
CBFCJLLA_00047	CDS	714	arlR		COG0745	Response regulator ArlR
CBFCJLLA_00048	CDS	573				hypothetical protein
CBFCJLLA_00049	CDS	1155	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
