locus_tag	ftype	length_bp	gene	EC_number	COG	product
CGKFDFLO_00001	CDS	1182	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
CGKFDFLO_00002	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
CGKFDFLO_00003	CDS	963	hflC		COG0330	Modulator of FtsH protease HflC
CGKFDFLO_00004	CDS	1212	hflK		COG0330	Modulator of FtsH protease HflK
CGKFDFLO_00005	CDS	1212	hflX		COG2262	GTPase HflX
CGKFDFLO_00006	CDS	246	hfq		COG1923	RNA-binding protein Hfq
CGKFDFLO_00007	CDS	912	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CGKFDFLO_00008	CDS	1860	mutL		COG0323	DNA mismatch repair protein MutL
CGKFDFLO_00009	CDS	768	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
CGKFDFLO_00010	CDS	489	tsaE_1		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CGKFDFLO_00011	CDS	282	tusB_1			Protein TusB
CGKFDFLO_00012	CDS	564	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CGKFDFLO_00013	CDS	1107	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
CGKFDFLO_00014	CDS	780		3.1.3.-		Putative phosphatase
CGKFDFLO_00015	CDS	669	hda		COG0593	DnaA regulatory inactivator Hda
CGKFDFLO_00016	CDS	879				hypothetical protein
CGKFDFLO_00017	CDS	1893	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
CGKFDFLO_00018	CDS	600	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
CGKFDFLO_00019	CDS	1233	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
CGKFDFLO_00020	CDS	1428	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CGKFDFLO_00021	CDS	474				hypothetical protein
CGKFDFLO_00022	CDS	1014	ybeZ		COG1702	PhoH-like protein
CGKFDFLO_00023	CDS	1857	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
CGKFDFLO_00024	CDS	1107	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
CGKFDFLO_00025	CDS	1182	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
CGKFDFLO_00026	CDS	804	fliR		COG1684	Flagellar biosynthetic protein FliR
CGKFDFLO_00027	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
