locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDMBELIF_00001	CDS	558				hypothetical protein
CDMBELIF_00002	CDS	750				hypothetical protein
CDMBELIF_00003	CDS	1014	degA		COG1609	HTH-type transcriptional regulator DegA
CDMBELIF_00004	CDS	1347	xylP			Isoprimeverose transporter
CDMBELIF_00005	CDS	1116				hypothetical protein
CDMBELIF_00006	CDS	996				hypothetical protein
CDMBELIF_00007	CDS	1167	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
CDMBELIF_00008	CDS	558				hypothetical protein
CDMBELIF_00009	CDS	114				hypothetical protein
CDMBELIF_00010	CDS	366	yhaH_1		COG3152	Inner membrane protein YhaH
CDMBELIF_00011	CDS	888	yghA	1.-.-.-		putative oxidoreductase YghA
CDMBELIF_00012	CDS	486				hypothetical protein
CDMBELIF_00013	CDS	1104				hypothetical protein
CDMBELIF_00014	CDS	1197				hypothetical protein
CDMBELIF_00015	CDS	1224				hypothetical protein
CDMBELIF_00016	CDS	1479	hldE		COG2870	Bifunctional protein HldE
CDMBELIF_00017	CDS	1737	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CDMBELIF_00018	CDS	1770	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CDMBELIF_00019	CDS	951	gspA_1		COG1442	General stress protein A
CDMBELIF_00020	CDS	1674				hypothetical protein
CDMBELIF_00021	CDS	1539				hypothetical protein
CDMBELIF_00022	CDS	2040				hypothetical protein
CDMBELIF_00023	CDS	1842				hypothetical protein
CDMBELIF_00024	CDS	1968				hypothetical protein
CDMBELIF_00025	CDS	1161	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
CDMBELIF_00026	CDS	870				hypothetical protein
CDMBELIF_00027	CDS	1059	bspRIM	2.1.1.37		Modification methylase BspRI
CDMBELIF_00028	CDS	963				hypothetical protein
CDMBELIF_00029	CDS	183				hypothetical protein
CDMBELIF_00030	CDS	147				hypothetical protein
CDMBELIF_00031	CDS	252				hypothetical protein
CDMBELIF_00032	CDS	417				hypothetical protein
CDMBELIF_00033	CDS	1143				hypothetical protein
CDMBELIF_00034	CDS	1359	emrB			Multidrug export protein EmrB
CDMBELIF_00035	CDS	270				hypothetical protein
CDMBELIF_00036	CDS	1296	licC		COG1455	Lichenan permease IIC component
CDMBELIF_00037	CDS	1086				hypothetical protein
CDMBELIF_00038	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
CDMBELIF_00039	CDS	1098	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
CDMBELIF_00040	CDS	1119		3.1.1.-	COG3964	Deacetylase
CDMBELIF_00041	CDS	684				hypothetical protein
CDMBELIF_00042	CDS	717				hypothetical protein
CDMBELIF_00043	CDS	501				hypothetical protein
CDMBELIF_00044	CDS	804	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CDMBELIF_00045	CDS	855				hypothetical protein
CDMBELIF_00046	CDS	969				hypothetical protein
CDMBELIF_00047	CDS	969				hypothetical protein
CDMBELIF_00048	CDS	954	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
CDMBELIF_00049	CDS	774	lacR			Lactose phosphotransferase system repressor
CDMBELIF_00050	CDS	459				hypothetical protein
CDMBELIF_00051	CDS	321				hypothetical protein
CDMBELIF_00052	CDS	1353	gatC_1		COG3775	PTS system galactitol-specific EIIC component
CDMBELIF_00053	CDS	507				hypothetical protein
CDMBELIF_00054	CDS	771				hypothetical protein
CDMBELIF_00055	CDS	828	manZ_1		COG3716	PTS system mannose-specific EIID component
CDMBELIF_00056	CDS	783	manY		COG3715	PTS system mannose-specific EIIC component
CDMBELIF_00057	CDS	471		2.7.1.-		putative phosphotransferase enzyme IIB component
CDMBELIF_00058	CDS	417	sorA_1		COG2893	PTS system sorbose-specific EIIA component
CDMBELIF_00059	CDS	1491	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
CDMBELIF_00060	CDS	843				hypothetical protein
CDMBELIF_00061	CDS	1248				hypothetical protein
CDMBELIF_00062	CDS	2085				hypothetical protein
CDMBELIF_00063	CDS	285				hypothetical protein
CDMBELIF_00064	CDS	444	ybiA	3.2.2.-	COG3236	N-glycosidase YbiA
CDMBELIF_00065	CDS	198				hypothetical protein
CDMBELIF_00066	CDS	642				hypothetical protein
CDMBELIF_00067	CDS	642				hypothetical protein
CDMBELIF_00068	CDS	699				hypothetical protein
CDMBELIF_00069	CDS	387				hypothetical protein
CDMBELIF_00070	CDS	183				hypothetical protein
CDMBELIF_00071	CDS	669	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
CDMBELIF_00072	CDS	1089				hypothetical protein
CDMBELIF_00073	CDS	1389	mdtD			Putative multidrug resistance protein MdtD
CDMBELIF_00074	CDS	1350	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
CDMBELIF_00075	CDS	627				hypothetical protein
CDMBELIF_00076	CDS	699				hypothetical protein
CDMBELIF_00077	CDS	690				hypothetical protein
CDMBELIF_00078	CDS	630				hypothetical protein
CDMBELIF_00079	CDS	504				hypothetical protein
CDMBELIF_00080	CDS	1719				hypothetical protein
CDMBELIF_00081	CDS	378				hypothetical protein
CDMBELIF_00082	CDS	840	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
CDMBELIF_00083	CDS	1272	rpoN		COG1508	RNA polymerase sigma-54 factor
CDMBELIF_00084	CDS	828	manZ_2		COG3716	PTS system mannose-specific EIID component
CDMBELIF_00085	CDS	819	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
CDMBELIF_00086	CDS	501		2.7.1.-		putative phosphotransferase enzyme IIB component
CDMBELIF_00087	CDS	648	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
CDMBELIF_00088	CDS	417				hypothetical protein
CDMBELIF_00089	CDS	591				hypothetical protein
CDMBELIF_00090	CDS	1002				hypothetical protein
CDMBELIF_00091	CDS	1140				hypothetical protein
CDMBELIF_00092	CDS	936				hypothetical protein
CDMBELIF_00093	CDS	1017				hypothetical protein
CDMBELIF_00094	CDS	1236				hypothetical protein
CDMBELIF_00095	CDS	300				hypothetical protein
CDMBELIF_00096	CDS	204				hypothetical protein
CDMBELIF_00097	CDS	570				hypothetical protein
CDMBELIF_00098	CDS	837				hypothetical protein
CDMBELIF_00099	CDS	513				hypothetical protein
CDMBELIF_00100	CDS	459				hypothetical protein
CDMBELIF_00101	CDS	954		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
CDMBELIF_00102	CDS	837				hypothetical protein
CDMBELIF_00103	CDS	216				hypothetical protein
CDMBELIF_00104	CDS	1947	pepO	3.4.24.-	COG3590	Neutral endopeptidase
CDMBELIF_00105	CDS	987	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
CDMBELIF_00106	CDS	798				hypothetical protein
CDMBELIF_00107	CDS	783				hypothetical protein
CDMBELIF_00108	CDS	204				hypothetical protein
CDMBELIF_00109	CDS	372				hypothetical protein
CDMBELIF_00110	CDS	1908	ctpV	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
CDMBELIF_00111	CDS	558				hypothetical protein
CDMBELIF_00112	CDS	600				hypothetical protein
CDMBELIF_00113	CDS	1905				hypothetical protein
CDMBELIF_00114	CDS	360				hypothetical protein
CDMBELIF_00115	CDS	2946				hypothetical protein
CDMBELIF_00116	CDS	1329	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
CDMBELIF_00117	CDS	1362	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
CDMBELIF_00118	CDS	714	gmuR_1		COG2188	HTH-type transcriptional regulator GmuR
CDMBELIF_00119	CDS	882	licR		COG1762	putative licABCH operon regulator
CDMBELIF_00120	CDS	390				hypothetical protein
CDMBELIF_00121	CDS	264				hypothetical protein
CDMBELIF_00122	CDS	792				hypothetical protein
CDMBELIF_00123	CDS	546				hypothetical protein
CDMBELIF_00124	CDS	960	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
CDMBELIF_00125	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
CDMBELIF_00126	CDS	225				hypothetical protein
CDMBELIF_00127	CDS	546	def2_1	3.5.1.88	COG0242	Peptide deformylase 2
CDMBELIF_00128	CDS	2496	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
CDMBELIF_00129	CDS	732				hypothetical protein
CDMBELIF_00130	CDS	165				hypothetical protein
CDMBELIF_00131	tRNA	74				tRNA-Pro(cgg)
CDMBELIF_00132	tRNA	73				tRNA-Gly(gcc)
CDMBELIF_00133	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
CDMBELIF_00134	CDS	534				hypothetical protein
CDMBELIF_00135	CDS	447			COG0716	Flavodoxin
CDMBELIF_00136	CDS	828	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
CDMBELIF_00137	CDS	918				hypothetical protein
CDMBELIF_00138	CDS	885	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
CDMBELIF_00139	CDS	426				hypothetical protein
CDMBELIF_00140	CDS	1398	hsrA			putative transport protein HsrA
CDMBELIF_00141	CDS	1524	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
CDMBELIF_00142	CDS	711				hypothetical protein
CDMBELIF_00143	CDS	438	copY_1			Transcriptional repressor CopY
CDMBELIF_00144	CDS	816		3.1.3.-		Putative phosphatase
CDMBELIF_00145	CDS	168				hypothetical protein
CDMBELIF_00146	CDS	1923	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
CDMBELIF_00147	CDS	636	rex		COG2344	Redox-sensing transcriptional repressor Rex
CDMBELIF_00148	CDS	285	groS_1		COG0234	10 kDa chaperonin
CDMBELIF_00149	CDS	582				hypothetical protein
CDMBELIF_00150	CDS	921				hypothetical protein
CDMBELIF_00151	tRNA	90				tRNA-Ser(cga)
CDMBELIF_00152	CDS	708				hypothetical protein
CDMBELIF_00153	CDS	324				hypothetical protein
CDMBELIF_00154	CDS	369			COG0789	putative HTH-type transcriptional regulator
CDMBELIF_00155	CDS	408				hypothetical protein
CDMBELIF_00156	CDS	708				hypothetical protein
