locus_tag	ftype	length_bp	gene	EC_number	COG	product
NIKDAOOI_00001	CDS	630	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
NIKDAOOI_00002	CDS	342				hypothetical protein
NIKDAOOI_00003	CDS	5499				hypothetical protein
NIKDAOOI_00004	CDS	942	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NIKDAOOI_00005	CDS	489				hypothetical protein
NIKDAOOI_00006	CDS	1509	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
NIKDAOOI_00007	CDS	732	rssB			Regulator of RpoS
NIKDAOOI_00008	CDS	870				hypothetical protein
NIKDAOOI_00009	CDS	852				hypothetical protein
NIKDAOOI_00010	CDS	696	bcrA_1			Bacitracin transport ATP-binding protein BcrA
NIKDAOOI_00011	CDS	597	hin		COG1961	DNA-invertase hin
NIKDAOOI_00012	CDS	1692	lmrA_1	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
NIKDAOOI_00013	CDS	2025				hypothetical protein
NIKDAOOI_00014	CDS	774	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NIKDAOOI_00015	CDS	162				hypothetical protein
NIKDAOOI_00016	CDS	318				hypothetical protein
NIKDAOOI_00017	CDS	1041				hypothetical protein
NIKDAOOI_00018	CDS	240				hypothetical protein
NIKDAOOI_00019	CDS	303				hypothetical protein
NIKDAOOI_00020	CDS	759				hypothetical protein
NIKDAOOI_00021	CDS	507				hypothetical protein
NIKDAOOI_00022	CDS	861				hypothetical protein
NIKDAOOI_00023	CDS	816	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NIKDAOOI_00024	CDS	303	glmM			Phosphoglucosamine mutase
NIKDAOOI_00025	CDS	1494				hypothetical protein
NIKDAOOI_00026	CDS	225				hypothetical protein
NIKDAOOI_00027	CDS	738				hypothetical protein
NIKDAOOI_00028	CDS	333				hypothetical protein
NIKDAOOI_00029	CDS	768	arsH	1.-.-.-		NADPH-dependent FMN reductase ArsH
NIKDAOOI_00030	CDS	216				hypothetical protein
NIKDAOOI_00031	CDS	1347	gdh_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
NIKDAOOI_00032	CDS	462				hypothetical protein
NIKDAOOI_00033	CDS	219	infA_1		COG0361	Translation initiation factor IF-1
NIKDAOOI_00034	CDS	114	rpmJ_1		COG0257	50S ribosomal protein L36
NIKDAOOI_00035	CDS	378	rpsM_1		COG0099	30S ribosomal protein S13
NIKDAOOI_00036	CDS	399	rpsK_1		COG0100	30S ribosomal protein S11
NIKDAOOI_00037	CDS	996	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NIKDAOOI_00038	CDS	372	rpsL_1			30S ribosomal protein S12
NIKDAOOI_00039	CDS	471	rpsG_1		COG0049	30S ribosomal protein S7
NIKDAOOI_00040	CDS	2127	fusA_1		COG0480	Elongation factor G
NIKDAOOI_00041	CDS	1200	tuf_1		COG0050	Elongation factor Tu
NIKDAOOI_00042	CDS	234				hypothetical protein
NIKDAOOI_00043	CDS	1251				hypothetical protein
NIKDAOOI_00044	CDS	933				IS1595 family transposase ISCco4
NIKDAOOI_00045	CDS	1770				hypothetical protein
NIKDAOOI_00046	CDS	1140				hypothetical protein
NIKDAOOI_00047	CDS	2070				hypothetical protein
NIKDAOOI_00048	CDS	696				hypothetical protein
NIKDAOOI_00049	CDS	237				hypothetical protein
NIKDAOOI_00050	CDS	1398				hypothetical protein
NIKDAOOI_00051	CDS	249				hypothetical protein
NIKDAOOI_00052	CDS	204				hypothetical protein
NIKDAOOI_00053	CDS	1068	acr3		COG0798	Arsenical-resistance protein Acr3
NIKDAOOI_00054	CDS	423	arsC	1.20.4.4		Arsenate reductase
NIKDAOOI_00055	CDS	675				hypothetical protein
NIKDAOOI_00056	CDS	525				hypothetical protein
NIKDAOOI_00057	CDS	267				hypothetical protein
NIKDAOOI_00058	CDS	294				hypothetical protein
NIKDAOOI_00059	CDS	513	fhaB_1		COG1716	FHA domain-containing protein FhaB
NIKDAOOI_00060	CDS	705				hypothetical protein
NIKDAOOI_00061	CDS	1275				hypothetical protein
NIKDAOOI_00062	CDS	711				hypothetical protein
NIKDAOOI_00063	CDS	2409				hypothetical protein
NIKDAOOI_00064	CDS	2253				hypothetical protein
NIKDAOOI_00065	CDS	585	lemA		COG1704	Protein LemA
NIKDAOOI_00066	CDS	822	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
NIKDAOOI_00067	CDS	498				hypothetical protein
NIKDAOOI_00068	CDS	858	melC_1		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
NIKDAOOI_00069	CDS	930				hypothetical protein
