locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLBELMJL_00001	CDS	393				hypothetical protein
LLBELMJL_00002	CDS	300				hypothetical protein
LLBELMJL_00003	CDS	4014				hypothetical protein
LLBELMJL_00004	CDS	648				hypothetical protein
LLBELMJL_00005	CDS	285				hypothetical protein
LLBELMJL_00006	CDS	1215				hypothetical protein
LLBELMJL_00007	CDS	1542				hypothetical protein
LLBELMJL_00008	CDS	1200				hypothetical protein
LLBELMJL_00009	CDS	1095				hypothetical protein
LLBELMJL_00010	CDS	594				hypothetical protein
LLBELMJL_00011	CDS	699				hypothetical protein
LLBELMJL_00012	CDS	2586	rep	3.6.4.12		ATP-dependent DNA helicase Rep
LLBELMJL_00013	CDS	444				hypothetical protein
LLBELMJL_00014	CDS	600				hypothetical protein
LLBELMJL_00015	CDS	888				hypothetical protein
LLBELMJL_00016	CDS	150				hypothetical protein
LLBELMJL_00017	CDS	567				hypothetical protein
LLBELMJL_00018	CDS	666				hypothetical protein
LLBELMJL_00019	CDS	285				hypothetical protein
LLBELMJL_00020	CDS	411	ihfA			Integration host factor subunit alpha
LLBELMJL_00021	CDS	489				hypothetical protein
LLBELMJL_00022	CDS	2307				hypothetical protein
LLBELMJL_00023	CDS	2268				hypothetical protein
LLBELMJL_00024	CDS	669				hypothetical protein
LLBELMJL_00025	CDS	5694				hypothetical protein
LLBELMJL_00026	CDS	4218				hypothetical protein
LLBELMJL_00027	CDS	387	tarD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
LLBELMJL_00028	CDS	699	nagR_1		COG2188	HTH-type transcriptional repressor NagR
LLBELMJL_00029	CDS	1113				hypothetical protein
LLBELMJL_00030	tRNA	74				tRNA-Gln(ttg)
LLBELMJL_00031	tRNA	82				tRNA-Tyr(gta)
LLBELMJL_00032	CDS	1182	dapX_1	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
LLBELMJL_00033	CDS	711	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
LLBELMJL_00034	tRNA	74				tRNA-Gln(ttg)
LLBELMJL_00035	CDS	516				hypothetical protein
LLBELMJL_00036	CDS	1059				hypothetical protein
LLBELMJL_00037	CDS	822	manZ_1		COG3716	PTS system mannose-specific EIID component
LLBELMJL_00038	CDS	789	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
LLBELMJL_00039	CDS	477	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
LLBELMJL_00040	CDS	705	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
LLBELMJL_00041	CDS	978	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
LLBELMJL_00042	CDS	978	frlB_2	3.5.-.-	COG2222	Fructosamine deglycase FrlB
LLBELMJL_00043	CDS	837	manZ_2		COG3716	PTS system mannose-specific EIID component
LLBELMJL_00044	CDS	795				hypothetical protein
LLBELMJL_00045	CDS	471	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
LLBELMJL_00046	CDS	423				hypothetical protein
LLBELMJL_00047	CDS	93				hypothetical protein
LLBELMJL_00048	CDS	996	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
LLBELMJL_00049	CDS	1092				hypothetical protein
LLBELMJL_00050	CDS	234				hypothetical protein
LLBELMJL_00051	CDS	555				hypothetical protein
LLBELMJL_00052	CDS	963				hypothetical protein
LLBELMJL_00053	CDS	360				hypothetical protein
LLBELMJL_00054	CDS	369				hypothetical protein
LLBELMJL_00055	CDS	441				hypothetical protein
LLBELMJL_00056	CDS	408				hypothetical protein
LLBELMJL_00057	CDS	1404				hypothetical protein
LLBELMJL_00058	CDS	486	xkdM			Phage-like element PBSX protein XkdM
LLBELMJL_00059	CDS	432				hypothetical protein
LLBELMJL_00060	CDS	3114				hypothetical protein
LLBELMJL_00061	CDS	681				hypothetical protein
LLBELMJL_00062	CDS	1113				hypothetical protein
LLBELMJL_00063	CDS	378				hypothetical protein
LLBELMJL_00064	CDS	474				hypothetical protein
LLBELMJL_00065	CDS	1149				hypothetical protein
LLBELMJL_00066	CDS	549				hypothetical protein
LLBELMJL_00067	CDS	864	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
LLBELMJL_00068	CDS	543	yvqK_1	2.5.1.17	COG2096	Corrinoid adenosyltransferase
LLBELMJL_00069	CDS	519				hypothetical protein
LLBELMJL_00070	CDS	393				hypothetical protein
LLBELMJL_00071	CDS	387				hypothetical protein
LLBELMJL_00072	CDS	2235	rtpR_1	1.17.4.2		Adenosylcobalamin-dependent ribonucleoside-triphosphate reductase
LLBELMJL_00073	CDS	711	yfnB	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
LLBELMJL_00074	CDS	864	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
LLBELMJL_00075	CDS	768	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LLBELMJL_00076	CDS	1011		1.1.1.28	COG1052	D-lactate dehydrogenase
LLBELMJL_00077	CDS	828	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
LLBELMJL_00078	CDS	2841	uvrB_1			UvrABC system protein B
LLBELMJL_00079	CDS	252				hypothetical protein
LLBELMJL_00080	CDS	714	arlR		COG0745	Response regulator ArlR
LLBELMJL_00081	CDS	573				hypothetical protein
LLBELMJL_00082	CDS	1155	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
LLBELMJL_00083	CDS	348	rsfS		COG0799	Ribosomal silencing factor RsfS
LLBELMJL_00084	CDS	597				hypothetical protein
LLBELMJL_00085	CDS	642	nadD_1	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
LLBELMJL_00086	CDS	1116	yqeH_1		COG1161	putative protein YqeH
LLBELMJL_00087	CDS	525				hypothetical protein
LLBELMJL_00088	CDS	357	rplT		COG0292	50S ribosomal protein L20
LLBELMJL_00089	CDS	201	rpmI		COG0291	50S ribosomal protein L35
LLBELMJL_00090	CDS	507	infC			Translation initiation factor IF-3
LLBELMJL_00091	CDS	654	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
LLBELMJL_00092	CDS	639	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
LLBELMJL_00093	CDS	819	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
LLBELMJL_00094	CDS	738	glnQ_1			Glutamine transport ATP-binding protein GlnQ
LLBELMJL_00095	CDS	1935	thrS_1	6.1.1.3	COG0441	Threonine--tRNA ligase
LLBELMJL_00096	CDS	663	dnaI		COG1484	Primosomal protein DnaI
LLBELMJL_00097	CDS	861			COG1307	DegV domain-containing protein
LLBELMJL_00098	CDS	669				hypothetical protein
LLBELMJL_00099	CDS	1200	cca_1	2.7.7.72		CCA-adding enzyme
LLBELMJL_00100	CDS	888				hypothetical protein
LLBELMJL_00101	CDS	1257	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
LLBELMJL_00102	CDS	276	hup			DNA-binding protein HU
LLBELMJL_00103	CDS	1308	der			GTPase Der
LLBELMJL_00104	CDS	1206	rps1		COG0539	30S ribosomal protein S1
LLBELMJL_00105	CDS	687	cmk	2.7.4.25	COG0283	Cytidylate kinase
LLBELMJL_00106	CDS	477				hypothetical protein
LLBELMJL_00107	CDS	684	ribU			Riboflavin transporter RibU
LLBELMJL_00108	CDS	720	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
LLBELMJL_00109	CDS	609	scpB			Segregation and condensation protein B
LLBELMJL_00110	CDS	354	scpA			Segregation and condensation protein A
LLBELMJL_00111	CDS	2001	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
LLBELMJL_00112	CDS	294	rpsF		COG0360	30S ribosomal protein S6
LLBELMJL_00113	CDS	522	ssb		COG0629	Single-stranded DNA-binding protein
LLBELMJL_00114	CDS	243	rpsR		COG0238	30S ribosomal protein S18
LLBELMJL_00115	CDS	2022	gdpP_1	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
LLBELMJL_00116	CDS	456	rplI_1			50S ribosomal protein L9
LLBELMJL_00117	CDS	1380	dnaC_1	3.6.4.12	COG0305	Replicative DNA helicase
LLBELMJL_00118	CDS	159				hypothetical protein
LLBELMJL_00119	CDS	1200				hypothetical protein
LLBELMJL_00120	CDS	702				hypothetical protein
LLBELMJL_00121	tRNA	75				tRNA-Thr(agt)
LLBELMJL_00122	CDS	723	rsmG_1	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
LLBELMJL_00123	CDS	849	noc_1		COG1475	Nucleoid occlusion protein
LLBELMJL_00124	CDS	789	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LLBELMJL_00125	CDS	888	spo0J		COG1475	Stage 0 sporulation protein J
LLBELMJL_00126	CDS	276				hypothetical protein
LLBELMJL_00127	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
LLBELMJL_00128	CDS	783				hypothetical protein
LLBELMJL_00129	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
LLBELMJL_00130	CDS	1863			COG1132	putative ABC transporter ATP-binding protein
LLBELMJL_00131	CDS	363				hypothetical protein
LLBELMJL_00132	CDS	8754				hypothetical protein
LLBELMJL_00133	CDS	1386	glmU		COG1207	Bifunctional protein GlmU
LLBELMJL_00134	CDS	4323				hypothetical protein
LLBELMJL_00135	CDS	984				hypothetical protein
LLBELMJL_00136	CDS	216				hypothetical protein
LLBELMJL_00137	CDS	909				hypothetical protein
LLBELMJL_00138	CDS	843				hypothetical protein
LLBELMJL_00139	CDS	981	ccpA_1		COG1609	Catabolite control protein A
LLBELMJL_00140	CDS	501	rlmH_1	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
LLBELMJL_00141	CDS	1209	htrA_1	3.4.21.107	COG0265	Serine protease Do-like HtrA
LLBELMJL_00142	CDS	798	yycJ_1	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
LLBELMJL_00143	CDS	828				hypothetical protein
LLBELMJL_00144	CDS	1344				hypothetical protein
LLBELMJL_00145	CDS	1854	walK_1	2.7.13.3		Sensor protein kinase WalK
LLBELMJL_00146	CDS	717	walR		COG0745	Transcriptional regulatory protein WalR
LLBELMJL_00147	tRNA	75				tRNA-Lys(ctt)
LLBELMJL_00148	CDS	2214				hypothetical protein
LLBELMJL_00149	CDS	1095				hypothetical protein
