locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKKBIGME_00001	CDS	258				hypothetical protein
AKKBIGME_00002	CDS	1419				hypothetical protein
AKKBIGME_00003	CDS	855				hypothetical protein
AKKBIGME_00004	CDS	645				hypothetical protein
AKKBIGME_00005	CDS	1665				hypothetical protein
AKKBIGME_00006	CDS	432				hypothetical protein
AKKBIGME_00007	CDS	171				hypothetical protein
AKKBIGME_00008	CDS	483				hypothetical protein
AKKBIGME_00009	CDS	1305				hypothetical protein
AKKBIGME_00010	CDS	612				hypothetical protein
AKKBIGME_00011	CDS	483				hypothetical protein
AKKBIGME_00012	CDS	210				hypothetical protein
AKKBIGME_00013	CDS	510	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
AKKBIGME_00014	CDS	471				hypothetical protein
AKKBIGME_00015	CDS	954				hypothetical protein
AKKBIGME_00016	CDS	690				hypothetical protein
AKKBIGME_00017	CDS	315				hypothetical protein
AKKBIGME_00018	CDS	696				hypothetical protein
AKKBIGME_00019	CDS	492	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
AKKBIGME_00020	CDS	483				hypothetical protein
AKKBIGME_00021	CDS	1272	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
AKKBIGME_00022	CDS	1122				hypothetical protein
AKKBIGME_00023	CDS	1065				hypothetical protein
AKKBIGME_00024	CDS	534				hypothetical protein
AKKBIGME_00025	CDS	381				hypothetical protein
AKKBIGME_00026	CDS	765				hypothetical protein
AKKBIGME_00027	CDS	531				hypothetical protein
AKKBIGME_00028	CDS	1038				hypothetical protein
AKKBIGME_00029	CDS	864				hypothetical protein
AKKBIGME_00030	CDS	1089				hypothetical protein
AKKBIGME_00031	CDS	837				hypothetical protein
AKKBIGME_00032	CDS	2922				hypothetical protein
AKKBIGME_00033	CDS	993				hypothetical protein
AKKBIGME_00034	CDS	630				hypothetical protein
AKKBIGME_00035	CDS	654	tfaE_1			Prophage tail fiber assembly protein TfaE
AKKBIGME_00036	CDS	1587				hypothetical protein
AKKBIGME_00037	CDS	1560				hypothetical protein
AKKBIGME_00038	CDS	441				hypothetical protein
AKKBIGME_00039	CDS	612				hypothetical protein
AKKBIGME_00040	CDS	1698				hypothetical protein
AKKBIGME_00041	CDS	528				hypothetical protein
AKKBIGME_00042	CDS	1251				hypothetical protein
AKKBIGME_00043	CDS	570				hypothetical protein
AKKBIGME_00044	CDS	600	ruvC_1	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
AKKBIGME_00045	CDS	882				hypothetical protein
AKKBIGME_00046	CDS	1458				hypothetical protein
AKKBIGME_00047	CDS	975				hypothetical protein
AKKBIGME_00048	CDS	909				hypothetical protein
AKKBIGME_00049	CDS	1476				hypothetical protein
AKKBIGME_00050	CDS	1983				hypothetical protein
AKKBIGME_00051	CDS	1149				hypothetical protein
AKKBIGME_00052	CDS	1434				hypothetical protein
AKKBIGME_00053	CDS	834				hypothetical protein
AKKBIGME_00054	CDS	2232				hypothetical protein
AKKBIGME_00055	CDS	2805				hypothetical protein
AKKBIGME_00056	CDS	1869				hypothetical protein
AKKBIGME_00057	CDS	1650				hypothetical protein
AKKBIGME_00058	CDS	1203				hypothetical protein
AKKBIGME_00059	CDS	2220				hypothetical protein
AKKBIGME_00060	CDS	669				hypothetical protein
AKKBIGME_00061	CDS	1623				hypothetical protein
AKKBIGME_00062	CDS	507				hypothetical protein
AKKBIGME_00063	CDS	174				hypothetical protein
AKKBIGME_00064	CDS	633				hypothetical protein
AKKBIGME_00065	CDS	252				hypothetical protein
