locus_tag	ftype	length_bp	gene	EC_number	COG	product
JFKOEGEJ_00001	CDS	837	dnaC		COG1484	DNA replication protein DnaC
JFKOEGEJ_00002	CDS	294				hypothetical protein
JFKOEGEJ_00003	CDS	297				hypothetical protein
JFKOEGEJ_00004	CDS	516				hypothetical protein
JFKOEGEJ_00005	CDS	348				hypothetical protein
JFKOEGEJ_00006	CDS	600				hypothetical protein
JFKOEGEJ_00007	CDS	294	ybcO	3.1.-.-		Putative nuclease YbcO
JFKOEGEJ_00008	CDS	525				hypothetical protein
JFKOEGEJ_00009	CDS	1017				hypothetical protein
JFKOEGEJ_00010	CDS	531				hypothetical protein
JFKOEGEJ_00011	CDS	549				hypothetical protein
JFKOEGEJ_00012	CDS	1344			COG1783	putative protein
JFKOEGEJ_00013	CDS	1554				hypothetical protein
JFKOEGEJ_00014	CDS	804				hypothetical protein
JFKOEGEJ_00015	CDS	1119				hypothetical protein
JFKOEGEJ_00016	CDS	477				hypothetical protein
JFKOEGEJ_00017	CDS	1002				hypothetical protein
JFKOEGEJ_00018	CDS	312				hypothetical protein
JFKOEGEJ_00019	CDS	408				hypothetical protein
JFKOEGEJ_00020	CDS	582				hypothetical protein
JFKOEGEJ_00021	CDS	381				hypothetical protein
JFKOEGEJ_00022	CDS	507				hypothetical protein
JFKOEGEJ_00023	CDS	1467				hypothetical protein
JFKOEGEJ_00024	CDS	519				hypothetical protein
JFKOEGEJ_00025	CDS	450				hypothetical protein
JFKOEGEJ_00026	CDS	408				hypothetical protein
JFKOEGEJ_00027	CDS	201				hypothetical protein
JFKOEGEJ_00028	CDS	2523				hypothetical protein
JFKOEGEJ_00029	CDS	387				hypothetical protein
JFKOEGEJ_00030	CDS	942				hypothetical protein
JFKOEGEJ_00031	CDS	903				hypothetical protein
JFKOEGEJ_00032	CDS	177				hypothetical protein
JFKOEGEJ_00033	CDS	840				hypothetical protein
JFKOEGEJ_00034	CDS	285				hypothetical protein
JFKOEGEJ_00035	CDS	972				hypothetical protein
JFKOEGEJ_00036	CDS	201				hypothetical protein
JFKOEGEJ_00037	CDS	522				hypothetical protein
JFKOEGEJ_00038	CDS	627				hypothetical protein
JFKOEGEJ_00039	CDS	279				hypothetical protein
JFKOEGEJ_00040	CDS	924				hypothetical protein
JFKOEGEJ_00041	CDS	711				hypothetical protein
JFKOEGEJ_00042	CDS	354				hypothetical protein
JFKOEGEJ_00043	CDS	1197				hypothetical protein
JFKOEGEJ_00044	CDS	633				hypothetical protein
JFKOEGEJ_00045	CDS	291				hypothetical protein
JFKOEGEJ_00046	CDS	1086				hypothetical protein
JFKOEGEJ_00047	CDS	1053				hypothetical protein
JFKOEGEJ_00048	CDS	1884				hypothetical protein
JFKOEGEJ_00049	CDS	507				hypothetical protein
JFKOEGEJ_00050	CDS	843				hypothetical protein
JFKOEGEJ_00051	CDS	972				hypothetical protein
JFKOEGEJ_00052	CDS	2670	clpV1		COG0542	Protein ClpV1
JFKOEGEJ_00053	CDS	552				hypothetical protein
JFKOEGEJ_00054	CDS	1509				hypothetical protein
JFKOEGEJ_00055	CDS	489	hcp1		COG3157	Protein hcp1
JFKOEGEJ_00056	CDS	537				hypothetical protein
JFKOEGEJ_00057	CDS	1347				hypothetical protein
JFKOEGEJ_00058	CDS	1350	pal			Peptidoglycan-associated lipoprotein
JFKOEGEJ_00059	CDS	99				hypothetical protein
JFKOEGEJ_00060	CDS	534				hypothetical protein
JFKOEGEJ_00061	CDS	3930				hypothetical protein
JFKOEGEJ_00062	CDS	741				hypothetical protein
JFKOEGEJ_00063	CDS	2340				hypothetical protein
JFKOEGEJ_00064	CDS	429				hypothetical protein
JFKOEGEJ_00065	CDS	531				hypothetical protein
JFKOEGEJ_00066	CDS	123				hypothetical protein
JFKOEGEJ_00067	CDS	177				hypothetical protein
JFKOEGEJ_00068	tRNA	76				tRNA-Glu(ttc)
JFKOEGEJ_00069	CDS	456				hypothetical protein
JFKOEGEJ_00070	CDS	1002	xerD			Tyrosine recombinase XerD
JFKOEGEJ_00071	CDS	840				hypothetical protein
JFKOEGEJ_00072	CDS	891				hypothetical protein
JFKOEGEJ_00073	CDS	549				hypothetical protein
JFKOEGEJ_00074	CDS	588				hypothetical protein
JFKOEGEJ_00075	CDS	2775				hypothetical protein
JFKOEGEJ_00076	CDS	378				hypothetical protein
JFKOEGEJ_00077	CDS	681				hypothetical protein
JFKOEGEJ_00078	CDS	696				hypothetical protein
JFKOEGEJ_00079	CDS	645	xerC		COG4973	Tyrosine recombinase XerC
JFKOEGEJ_00080	CDS	261				hypothetical protein
JFKOEGEJ_00081	CDS	465				hypothetical protein
JFKOEGEJ_00082	CDS	252				hypothetical protein
JFKOEGEJ_00083	CDS	366				hypothetical protein
JFKOEGEJ_00084	CDS	483				hypothetical protein
JFKOEGEJ_00085	CDS	531				hypothetical protein
JFKOEGEJ_00086	CDS	405				hypothetical protein
JFKOEGEJ_00087	CDS	525				hypothetical protein
JFKOEGEJ_00088	CDS	645				hypothetical protein
JFKOEGEJ_00089	CDS	765				hypothetical protein
JFKOEGEJ_00090	CDS	579				hypothetical protein
JFKOEGEJ_00091	CDS	1098				hypothetical protein
JFKOEGEJ_00092	CDS	393				hypothetical protein
JFKOEGEJ_00093	CDS	567				hypothetical protein
JFKOEGEJ_00094	CDS	1119				hypothetical protein
JFKOEGEJ_00095	CDS	1311				hypothetical protein
JFKOEGEJ_00096	CDS	2121				hypothetical protein
JFKOEGEJ_00097	CDS	315				hypothetical protein
JFKOEGEJ_00098	CDS	618				hypothetical protein
JFKOEGEJ_00099	CDS	519				hypothetical protein
JFKOEGEJ_00100	CDS	213				hypothetical protein
JFKOEGEJ_00101	CDS	363				hypothetical protein
JFKOEGEJ_00102	CDS	1497				hypothetical protein
JFKOEGEJ_00103	CDS	165				hypothetical protein
JFKOEGEJ_00104	CDS	627				hypothetical protein
JFKOEGEJ_00105	CDS	483				hypothetical protein
JFKOEGEJ_00106	CDS	606				hypothetical protein
JFKOEGEJ_00107	CDS	402				hypothetical protein
JFKOEGEJ_00108	CDS	2685				hypothetical protein
JFKOEGEJ_00109	CDS	531				hypothetical protein
JFKOEGEJ_00110	CDS	834				hypothetical protein
JFKOEGEJ_00111	CDS	1338				hypothetical protein
JFKOEGEJ_00112	CDS	1647				hypothetical protein
JFKOEGEJ_00113	CDS	144				hypothetical protein
JFKOEGEJ_00114	CDS	963				hypothetical protein
JFKOEGEJ_00115	CDS	435	ssb_1		COG0629	Single-stranded DNA-binding protein
JFKOEGEJ_00116	CDS	144				hypothetical protein
