locus_tag	ftype	length_bp	gene	EC_number	COG	product
LFGNBLFH_00001	CDS	324				hypothetical protein
LFGNBLFH_00002	CDS	117				hypothetical protein
LFGNBLFH_00003	CDS	1212	entS_1			Enterobactin exporter EntS
LFGNBLFH_00004	CDS	861	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
LFGNBLFH_00005	CDS	933				hypothetical protein
LFGNBLFH_00006	CDS	696				hypothetical protein
LFGNBLFH_00007	CDS	243				hypothetical protein
LFGNBLFH_00008	CDS	168				hypothetical protein
LFGNBLFH_00009	CDS	183				hypothetical protein
LFGNBLFH_00010	CDS	210				hypothetical protein
LFGNBLFH_00011	CDS	663				hypothetical protein
LFGNBLFH_00012	CDS	273	ybiI		COG1734	putative protein YbiI
LFGNBLFH_00013	CDS	549	msrA_1	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
LFGNBLFH_00014	CDS	531	yceJ		COG3038	Cytochrome b561 
LFGNBLFH_00015	CDS	438	msrB_1	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
LFGNBLFH_00016	CDS	1065	lptG_1		COG0795	Lipopolysaccharide export system permease protein LptG
LFGNBLFH_00017	CDS	1104	lptF_1		COG0795	Lipopolysaccharide export system permease protein LptF
LFGNBLFH_00018	CDS	1488	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
LFGNBLFH_00019	CDS	456	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
LFGNBLFH_00020	CDS	372				hypothetical protein
LFGNBLFH_00021	CDS	471				hypothetical protein
LFGNBLFH_00022	CDS	282				hypothetical protein
LFGNBLFH_00023	CDS	1371	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
LFGNBLFH_00024	CDS	960	yihV	2.7.1.184		Sulfofructose kinase
LFGNBLFH_00025	CDS	861	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
LFGNBLFH_00026	CDS	2307	tdhA		COG1629	TonB-dependent heme receptor A
LFGNBLFH_00027	CDS	579				hypothetical protein
LFGNBLFH_00028	CDS	741				hypothetical protein
LFGNBLFH_00029	CDS	888	rbsB		COG1879	Ribose import binding protein RbsB
LFGNBLFH_00030	CDS	1494	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
LFGNBLFH_00031	CDS	138				hypothetical protein
LFGNBLFH_00032	CDS	132				hypothetical protein
LFGNBLFH_00033	CDS	207				hypothetical protein
LFGNBLFH_00034	CDS	471				hypothetical protein
LFGNBLFH_00035	CDS	450				hypothetical protein
LFGNBLFH_00036	CDS	1044	ansB	3.5.1.1		L-asparaginase
LFGNBLFH_00037	CDS	303				hypothetical protein
LFGNBLFH_00038	CDS	3150				hypothetical protein
LFGNBLFH_00039	CDS	1494	xylP			Isoprimeverose transporter
LFGNBLFH_00040	CDS	1155				hypothetical protein
LFGNBLFH_00041	CDS	1209				hypothetical protein
LFGNBLFH_00042	CDS	2049				hypothetical protein
LFGNBLFH_00043	CDS	1029	mcrC_1		COG4268	Protein McrC
LFGNBLFH_00044	CDS	2640				hypothetical protein
LFGNBLFH_00045	CDS	2865	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
LFGNBLFH_00046	CDS	801				hypothetical protein
LFGNBLFH_00047	CDS	372				hypothetical protein
LFGNBLFH_00048	CDS	201				hypothetical protein
LFGNBLFH_00049	CDS	795				hypothetical protein
LFGNBLFH_00050	CDS	342				hypothetical protein
LFGNBLFH_00051	CDS	300				hypothetical protein
LFGNBLFH_00052	CDS	264				hypothetical protein
LFGNBLFH_00053	CDS	723				hypothetical protein
LFGNBLFH_00054	CDS	810				hypothetical protein
LFGNBLFH_00055	CDS	804	dnaA_1			Chromosomal replication initiator protein DnaA
LFGNBLFH_00056	CDS	216				hypothetical protein
LFGNBLFH_00057	CDS	225				hypothetical protein
LFGNBLFH_00058	CDS	777				hypothetical protein
LFGNBLFH_00059	CDS	444				hypothetical protein
LFGNBLFH_00060	CDS	687				hypothetical protein
LFGNBLFH_00061	CDS	483				hypothetical protein
LFGNBLFH_00062	CDS	174				hypothetical protein
LFGNBLFH_00063	CDS	126				hypothetical protein
LFGNBLFH_00064	CDS	195				hypothetical protein
LFGNBLFH_00065	CDS	234				hypothetical protein
LFGNBLFH_00066	CDS	228				hypothetical protein
LFGNBLFH_00067	CDS	225				hypothetical protein
LFGNBLFH_00068	CDS	270				hypothetical protein
LFGNBLFH_00069	CDS	588				hypothetical protein
LFGNBLFH_00070	CDS	1221				hypothetical protein
LFGNBLFH_00071	CDS	198				hypothetical protein
LFGNBLFH_00072	CDS	1626		2.1.1.72		Modification methylase Eco57IB
LFGNBLFH_00073	CDS	327				hypothetical protein
LFGNBLFH_00074	CDS	2994		3.1.21.4		Type IIS restriction enzyme Eco57I
LFGNBLFH_00075	CDS	282				hypothetical protein
LFGNBLFH_00076	tRNA	76				tRNA-Gly(gcc)
LFGNBLFH_00077	CDS	210				hypothetical protein
LFGNBLFH_00078	CDS	1863	thi4	2.4.2.59		Thiamine thiazole synthase
LFGNBLFH_00079	CDS	906	hdfR_1			HTH-type transcriptional regulator HdfR
LFGNBLFH_00080	CDS	831	melR_1			Melibiose operon regulatory protein
LFGNBLFH_00081	CDS	2220		3.2.1.-		Beta-xylosidase
LFGNBLFH_00082	CDS	1404	treP		COG1263	PTS system trehalose-specific EIIBC component
LFGNBLFH_00083	CDS	1548	scrB_1	3.2.1.26		Sucrose-6-phosphate hydrolase
LFGNBLFH_00084	CDS	279	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
LFGNBLFH_00085	CDS	897	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
LFGNBLFH_00086	CDS	846	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
LFGNBLFH_00087	CDS	333				hypothetical protein
LFGNBLFH_00088	CDS	1137				hypothetical protein
LFGNBLFH_00089	CDS	264				hypothetical protein
LFGNBLFH_00090	CDS	1278	licC_1		COG1455	Lichenan permease IIC component
LFGNBLFH_00091	CDS	1095				hypothetical protein
LFGNBLFH_00092	CDS	900	murK	2.7.1.-	COG2971	N-acetylmuramic acid/N-acetylglucosamine kinase
LFGNBLFH_00093	CDS	729				hypothetical protein
LFGNBLFH_00094	CDS	711				hypothetical protein
LFGNBLFH_00095	CDS	1323				hypothetical protein
LFGNBLFH_00096	CDS	138				hypothetical protein
LFGNBLFH_00097	CDS	675				hypothetical protein
LFGNBLFH_00098	CDS	231				hypothetical protein
LFGNBLFH_00099	CDS	477				hypothetical protein
LFGNBLFH_00100	CDS	222				hypothetical protein
LFGNBLFH_00101	CDS	192				hypothetical protein
LFGNBLFH_00102	CDS	336				hypothetical protein
LFGNBLFH_00103	CDS	387				hypothetical protein
LFGNBLFH_00104	CDS	1290	secY			Protein translocase subunit SecY
