locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPCJJNHF_00001	CDS	294				hypothetical protein
MPCJJNHF_00002	CDS	120				hypothetical protein
MPCJJNHF_00003	CDS	798				hypothetical protein
MPCJJNHF_00004	CDS	1503				hypothetical protein
MPCJJNHF_00005	CDS	2133				hypothetical protein
MPCJJNHF_00006	CDS	582				hypothetical protein
MPCJJNHF_00007	CDS	216				hypothetical protein
MPCJJNHF_00008	CDS	351				hypothetical protein
MPCJJNHF_00009	CDS	549				hypothetical protein
MPCJJNHF_00010	CDS	384				hypothetical protein
MPCJJNHF_00011	CDS	456				hypothetical protein
MPCJJNHF_00012	CDS	357				hypothetical protein
MPCJJNHF_00013	CDS	405				hypothetical protein
MPCJJNHF_00014	CDS	378				hypothetical protein
MPCJJNHF_00015	CDS	975				hypothetical protein
MPCJJNHF_00016	CDS	753				hypothetical protein
MPCJJNHF_00017	CDS	954				hypothetical protein
MPCJJNHF_00018	CDS	1407				hypothetical protein
MPCJJNHF_00019	CDS	1287				hypothetical protein
MPCJJNHF_00020	CDS	462				hypothetical protein
MPCJJNHF_00021	CDS	183				hypothetical protein
MPCJJNHF_00022	CDS	426				hypothetical protein
MPCJJNHF_00023	CDS	249				hypothetical protein
MPCJJNHF_00024	CDS	195	hicA	3.1.-.-		putative mRNA interferase toxin HicA
MPCJJNHF_00025	CDS	483				hypothetical protein
MPCJJNHF_00026	CDS	525				hypothetical protein
MPCJJNHF_00027	CDS	297				hypothetical protein
MPCJJNHF_00028	CDS	294	ybcO	3.1.-.-		Putative nuclease YbcO
MPCJJNHF_00029	CDS	600				hypothetical protein
MPCJJNHF_00030	CDS	348				hypothetical protein
MPCJJNHF_00031	CDS	516				hypothetical protein
MPCJJNHF_00032	CDS	258				hypothetical protein
MPCJJNHF_00033	CDS	642				hypothetical protein
MPCJJNHF_00034	CDS	870				hypothetical protein
MPCJJNHF_00035	CDS	228				hypothetical protein
MPCJJNHF_00036	CDS	180				hypothetical protein
MPCJJNHF_00037	CDS	717				hypothetical protein
MPCJJNHF_00038	CDS	1737				hypothetical protein
MPCJJNHF_00039	CDS	234				hypothetical protein
MPCJJNHF_00040	CDS	591				hypothetical protein
MPCJJNHF_00041	CDS	222				hypothetical protein
MPCJJNHF_00042	CDS	645				hypothetical protein
MPCJJNHF_00043	CDS	222				hypothetical protein
MPCJJNHF_00044	CDS	351				hypothetical protein
MPCJJNHF_00045	CDS	285				hypothetical protein
MPCJJNHF_00046	CDS	240				hypothetical protein
MPCJJNHF_00047	CDS	318				hypothetical protein
MPCJJNHF_00048	CDS	231				hypothetical protein
MPCJJNHF_00049	CDS	405				hypothetical protein
MPCJJNHF_00050	CDS	885				hypothetical protein
MPCJJNHF_00051	CDS	156				hypothetical protein
MPCJJNHF_00052	CDS	555				hypothetical protein
MPCJJNHF_00053	CDS	942	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
MPCJJNHF_00054	CDS	1401	rocC		COG0833	Amino-acid permease RocC
MPCJJNHF_00055	CDS	1551	ydgA		COG5339	Protein YdgA
MPCJJNHF_00056	CDS	3462	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
MPCJJNHF_00057	CDS	1212	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
MPCJJNHF_00058	CDS	705	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MPCJJNHF_00059	CDS	1239	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
MPCJJNHF_00060	CDS	735	glpG	3.4.21.105		Rhomboid protease GlpG
MPCJJNHF_00061	CDS	495	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
MPCJJNHF_00062	CDS	783	csqR		COG1349	HTH-type transcriptional repressor CsqR
MPCJJNHF_00063	CDS	1143	dhaD	1.1.1.6		Glycerol dehydrogenase
MPCJJNHF_00064	CDS	990	dhaK_1	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
MPCJJNHF_00065	CDS	579	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
MPCJJNHF_00066	CDS	396	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
MPCJJNHF_00067	CDS	414				hypothetical protein
MPCJJNHF_00068	CDS	396				hypothetical protein
MPCJJNHF_00069	CDS	696				hypothetical protein
MPCJJNHF_00070	CDS	444				hypothetical protein
MPCJJNHF_00071	CDS	1080				hypothetical protein
MPCJJNHF_00072	CDS	336				hypothetical protein
MPCJJNHF_00073	CDS	555				hypothetical protein
MPCJJNHF_00074	CDS	333				hypothetical protein
MPCJJNHF_00075	CDS	477				hypothetical protein
MPCJJNHF_00076	CDS	981				hypothetical protein
MPCJJNHF_00077	CDS	570				hypothetical protein
MPCJJNHF_00078	CDS	594				hypothetical protein
MPCJJNHF_00079	CDS	3468				hypothetical protein
MPCJJNHF_00080	CDS	537				hypothetical protein
MPCJJNHF_00081	CDS	555				hypothetical protein
MPCJJNHF_00082	CDS	210				hypothetical protein
MPCJJNHF_00083	CDS	282				hypothetical protein
MPCJJNHF_00084	CDS	1443	groL			60 kDa chaperonin
MPCJJNHF_00085	CDS	576	mntP		COG1971	putative manganese efflux pump MntP
MPCJJNHF_00086	CDS	615				hypothetical protein
