locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIMHJFEP_00001	CDS	1326				hypothetical protein
DIMHJFEP_00002	CDS	2667		3.2.1.40		Alpha-L-rhamnosidase
DIMHJFEP_00003	CDS	1299				hypothetical protein
DIMHJFEP_00004	CDS	225				hypothetical protein
DIMHJFEP_00005	CDS	453				hypothetical protein
DIMHJFEP_00006	CDS	1509	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DIMHJFEP_00007	CDS	732	rssB			Regulator of RpoS
DIMHJFEP_00008	CDS	870				hypothetical protein
DIMHJFEP_00009	CDS	852				hypothetical protein
DIMHJFEP_00010	CDS	696	bcrA_1			Bacitracin transport ATP-binding protein BcrA
DIMHJFEP_00011	CDS	2586				hypothetical protein
DIMHJFEP_00012	CDS	1431				hypothetical protein
DIMHJFEP_00013	CDS	921				hypothetical protein
DIMHJFEP_00014	CDS	183				hypothetical protein
DIMHJFEP_00015	CDS	114				hypothetical protein
DIMHJFEP_00016	CDS	1140	purR_1			HTH-type transcriptional repressor PurR
DIMHJFEP_00017	CDS	945	rihB	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
DIMHJFEP_00018	CDS	1407				hypothetical protein
DIMHJFEP_00019	CDS	606				hypothetical protein
DIMHJFEP_00020	CDS	741	ecfT_1		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
DIMHJFEP_00021	CDS	846	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
DIMHJFEP_00022	tRNA	75				tRNA-Asp(gtc)
DIMHJFEP_00023	tRNA	76				tRNA-Phe(gaa)
DIMHJFEP_00024	CDS	540	ptpA	3.1.3.48	COG0394	putative low molecular weight protein-tyrosine-phosphatase
DIMHJFEP_00025	CDS	669				hypothetical protein
DIMHJFEP_00026	CDS	876	thyA_1	2.1.1.45	COG0207	Thymidylate synthase ThyA
DIMHJFEP_00027	CDS	414			COG1765	putative protein
DIMHJFEP_00028	CDS	1047			COG0589	Universal stress protein/MSMEI_3859
DIMHJFEP_00029	CDS	738				hypothetical protein
DIMHJFEP_00030	CDS	912				hypothetical protein
DIMHJFEP_00031	CDS	819			COG0325	Pyridoxal phosphate homeostasis protein
DIMHJFEP_00032	CDS	816				hypothetical protein
DIMHJFEP_00033	CDS	2778	clpB		COG0542	Chaperone protein ClpB
DIMHJFEP_00034	CDS	522				hypothetical protein
DIMHJFEP_00035	CDS	987				hypothetical protein
DIMHJFEP_00036	CDS	780	pstB1_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 1
DIMHJFEP_00037	CDS	981	pstA1		COG0581	Phosphate transport system permease protein PstA 1
DIMHJFEP_00038	CDS	954	pstC2		COG0573	Phosphate transport system permease protein PstC 2
DIMHJFEP_00039	CDS	744				hypothetical protein
DIMHJFEP_00040	CDS	930	pyrG	6.3.4.2	COG0504	CTP synthase
DIMHJFEP_00041	CDS	1500				hypothetical protein
DIMHJFEP_00042	CDS	1227				hypothetical protein
DIMHJFEP_00043	CDS	780	sufC		COG0396	Vegetative protein 296
DIMHJFEP_00044	CDS	447	hdpA	3.1.3.-		Dihydroxyacetone phosphatase
DIMHJFEP_00045	CDS	1395	glmU		COG1207	Bifunctional protein GlmU
DIMHJFEP_00046	CDS	477	rsfS			Ribosomal silencing factor RsfS
DIMHJFEP_00047	CDS	741	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
DIMHJFEP_00048	CDS	927				hypothetical protein
DIMHJFEP_00049	CDS	579				hypothetical protein
DIMHJFEP_00050	CDS	762				hypothetical protein
DIMHJFEP_00051	CDS	1125		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
DIMHJFEP_00052	CDS	555				hypothetical protein
DIMHJFEP_00053	CDS	1047				hypothetical protein
DIMHJFEP_00054	CDS	270				hypothetical protein
DIMHJFEP_00055	CDS	231				hypothetical protein
DIMHJFEP_00056	CDS	246				hypothetical protein
DIMHJFEP_00057	CDS	702	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
DIMHJFEP_00058	CDS	1431				hypothetical protein
DIMHJFEP_00059	CDS	1782	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
DIMHJFEP_00060	CDS	1113	ccpA_1		COG1609	Catabolite control protein A
DIMHJFEP_00061	CDS	1647	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
DIMHJFEP_00062	CDS	531				hypothetical protein
DIMHJFEP_00063	CDS	792				hypothetical protein
DIMHJFEP_00064	CDS	759	tcrX		COG0745	putative transcriptional regulatory protein TcrX
DIMHJFEP_00065	CDS	1827	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
DIMHJFEP_00066	CDS	390				hypothetical protein
DIMHJFEP_00067	CDS	549				hypothetical protein
DIMHJFEP_00068	CDS	630	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
DIMHJFEP_00069	CDS	1215	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
DIMHJFEP_00070	CDS	924	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
DIMHJFEP_00071	CDS	246				hypothetical protein
DIMHJFEP_00072	CDS	309	rplU		COG0261	50S ribosomal protein L21
DIMHJFEP_00073	CDS	252	rpmA		COG0211	50S ribosomal protein L27
DIMHJFEP_00074	CDS	1680	obg	3.6.5.-	COG0536	GTPase Obg
DIMHJFEP_00075	CDS	1143	proB	2.7.2.11	COG0263	Glutamate 5-kinase
DIMHJFEP_00076	CDS	321				hypothetical protein
DIMHJFEP_00077	CDS	1662	oppA_1		COG4166	Oligopeptide-binding protein OppA
DIMHJFEP_00078	CDS	1461	oppA_2		COG4166	Oligopeptide-binding protein OppA
DIMHJFEP_00079	CDS	1401	mdtK			Multidrug resistance protein MdtK
DIMHJFEP_00080	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
DIMHJFEP_00081	CDS	1266	amt			Ammonia channel
DIMHJFEP_00082	CDS	345	ftsY		COG0552	Signal recognition particle receptor FtsY
DIMHJFEP_00083	CDS	3939	murJ			lipid II flippase MurJ
DIMHJFEP_00084	CDS	672				hypothetical protein
DIMHJFEP_00085	CDS	2025				hypothetical protein
DIMHJFEP_00086	CDS	774	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DIMHJFEP_00087	CDS	561		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DIMHJFEP_00088	CDS	2889				hypothetical protein
DIMHJFEP_00089	CDS	588				hypothetical protein
DIMHJFEP_00090	CDS	1236				hypothetical protein
DIMHJFEP_00091	CDS	609				hypothetical protein
DIMHJFEP_00092	CDS	633				hypothetical protein
DIMHJFEP_00093	CDS	753	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
DIMHJFEP_00094	CDS	351				hypothetical protein
DIMHJFEP_00095	CDS	852				hypothetical protein
DIMHJFEP_00096	CDS	558				hypothetical protein
DIMHJFEP_00097	CDS	948	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
DIMHJFEP_00098	CDS	783	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DIMHJFEP_00099	CDS	939	hcaR			Hca operon transcriptional activator HcaR
DIMHJFEP_00100	CDS	882				hypothetical protein
DIMHJFEP_00101	CDS	699	oppC		COG1173	Oligopeptide transport system permease protein OppC
DIMHJFEP_00102	CDS	1998	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DIMHJFEP_00103	CDS	846				hypothetical protein
DIMHJFEP_00104	CDS	2916	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
DIMHJFEP_00105	CDS	585	nrdF2_1	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
DIMHJFEP_00106	CDS	498	nrdI_1		COG1780	Protein NrdI
DIMHJFEP_00107	CDS	2196	nrdE2_1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
DIMHJFEP_00108	CDS	1122	lacI_1		COG1609	Lactose operon repressor
