locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIHFCAKN_00001	CDS	1668				hypothetical protein
PIHFCAKN_00002	CDS	2907				hypothetical protein
PIHFCAKN_00003	CDS	546	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PIHFCAKN_00004	CDS	624				hypothetical protein
PIHFCAKN_00005	CDS	408				hypothetical protein
PIHFCAKN_00006	CDS	435				Single-stranded DNA-binding protein
PIHFCAKN_00007	CDS	474				hypothetical protein
PIHFCAKN_00008	CDS	576				hypothetical protein
PIHFCAKN_00009	CDS	330				hypothetical protein
PIHFCAKN_00010	CDS	786				hypothetical protein
PIHFCAKN_00011	CDS	321				hypothetical protein
PIHFCAKN_00012	CDS	2424	virB4		COG3451	Type IV secretion system protein virB4
PIHFCAKN_00013	CDS	645	virB5			Type IV secretion system protein virB5
PIHFCAKN_00014	CDS	927				hypothetical protein
PIHFCAKN_00015	CDS	216				hypothetical protein
PIHFCAKN_00016	CDS	216				hypothetical protein
PIHFCAKN_00017	CDS	708	virB8		COG3736	Type IV secretion system protein virB8
PIHFCAKN_00018	CDS	783	virB9			Type IV secretion system protein virB9
PIHFCAKN_00019	CDS	1302				hypothetical protein
PIHFCAKN_00020	CDS	1095			COG0630	Type IV secretion system protein VirB11
PIHFCAKN_00021	CDS	204				hypothetical protein
PIHFCAKN_00022	CDS	111				hypothetical protein
PIHFCAKN_00023	CDS	141				hypothetical protein
PIHFCAKN_00024	CDS	348	ssb			Plasmid-derived single-stranded DNA-binding protein
PIHFCAKN_00025	CDS	1998	virD4			Protein VirD4
PIHFCAKN_00026	CDS	3408				hypothetical protein
PIHFCAKN_00027	CDS	240				hypothetical protein
PIHFCAKN_00028	CDS	1194	traC	2.7.7.-		DNA primase TraC
PIHFCAKN_00029	CDS	522				hypothetical protein
PIHFCAKN_00030	CDS	1020				hypothetical protein
PIHFCAKN_00031	CDS	993	tdh	1.1.1.103		L-threonine 3-dehydrogenase
PIHFCAKN_00032	CDS	903	pgrR			HTH-type transcriptional regulator PgrR
PIHFCAKN_00033	CDS	165				hypothetical protein
PIHFCAKN_00034	CDS	378				hypothetical protein
PIHFCAKN_00035	CDS	342				hypothetical protein
PIHFCAKN_00036	CDS	357	umuD	3.4.21.-	COG1974	Protein UmuD
PIHFCAKN_00037	CDS	774				hypothetical protein
PIHFCAKN_00038	CDS	216				hypothetical protein
PIHFCAKN_00039	CDS	708				hypothetical protein
PIHFCAKN_00040	CDS	480				hypothetical protein
PIHFCAKN_00041	CDS	192				hypothetical protein
PIHFCAKN_00042	CDS	327				hypothetical protein
PIHFCAKN_00043	CDS	537				hypothetical protein
PIHFCAKN_00044	CDS	756	traL			Protein TraL
PIHFCAKN_00045	CDS	435				hypothetical protein
PIHFCAKN_00046	CDS	249				hypothetical protein
PIHFCAKN_00047	tRNA	76				tRNA-Lys(ttt)
PIHFCAKN_00048	CDS	687				hypothetical protein
PIHFCAKN_00049	CDS	252				hypothetical protein
PIHFCAKN_00050	CDS	657	lexA_1	3.4.21.88		LexA repressor
PIHFCAKN_00051	CDS	732				hypothetical protein
PIHFCAKN_00052	CDS	630	lexA_2	3.4.21.88		LexA repressor
PIHFCAKN_00053	CDS	852				hypothetical protein
PIHFCAKN_00054	CDS	1158	xerC_1			Tyrosine recombinase XerC
PIHFCAKN_00055	CDS	360				hypothetical protein
PIHFCAKN_00056	CDS	498				hypothetical protein
PIHFCAKN_00057	CDS	405				hypothetical protein
PIHFCAKN_00058	CDS	798				hypothetical protein
PIHFCAKN_00059	CDS	321				hypothetical protein
PIHFCAKN_00060	CDS	231				hypothetical protein
PIHFCAKN_00061	CDS	384				hypothetical protein
PIHFCAKN_00062	CDS	156				hypothetical protein
PIHFCAKN_00063	CDS	396				hypothetical protein
PIHFCAKN_00064	CDS	369				hypothetical protein
PIHFCAKN_00065	CDS	390				hypothetical protein
PIHFCAKN_00066	CDS	1077				hypothetical protein
PIHFCAKN_00067	CDS	669				hypothetical protein
PIHFCAKN_00068	CDS	1149				hypothetical protein
PIHFCAKN_00069	CDS	465				hypothetical protein
PIHFCAKN_00070	CDS	378				hypothetical protein
PIHFCAKN_00071	CDS	1089				hypothetical protein
PIHFCAKN_00072	CDS	684				hypothetical protein
PIHFCAKN_00073	CDS	3108				hypothetical protein
PIHFCAKN_00074	CDS	432				hypothetical protein
PIHFCAKN_00075	CDS	486	xkdM_1			Phage-like element PBSX protein XkdM
PIHFCAKN_00076	CDS	1419				hypothetical protein
PIHFCAKN_00077	CDS	405				hypothetical protein
PIHFCAKN_00078	CDS	441				hypothetical protein
PIHFCAKN_00079	CDS	369				hypothetical protein
PIHFCAKN_00080	CDS	366				hypothetical protein
PIHFCAKN_00081	CDS	1020				hypothetical protein
PIHFCAKN_00082	CDS	555				hypothetical protein
PIHFCAKN_00083	CDS	1026				hypothetical protein
PIHFCAKN_00084	CDS	1437				hypothetical protein
PIHFCAKN_00085	CDS	1251				hypothetical protein
PIHFCAKN_00086	CDS	843				hypothetical protein
PIHFCAKN_00087	CDS	207				hypothetical protein
PIHFCAKN_00088	CDS	519				hypothetical protein
PIHFCAKN_00089	CDS	459				hypothetical protein
PIHFCAKN_00090	CDS	495				hypothetical protein
PIHFCAKN_00091	CDS	522				hypothetical protein
PIHFCAKN_00092	CDS	522				hypothetical protein
PIHFCAKN_00093	CDS	249				hypothetical protein
PIHFCAKN_00094	CDS	660				hypothetical protein
PIHFCAKN_00095	CDS	123				hypothetical protein
PIHFCAKN_00096	CDS	489				hypothetical protein
PIHFCAKN_00097	CDS	711				hypothetical protein
PIHFCAKN_00098	CDS	312				hypothetical protein
PIHFCAKN_00099	CDS	774				hypothetical protein
PIHFCAKN_00100	CDS	147				hypothetical protein
PIHFCAKN_00101	CDS	219				hypothetical protein
PIHFCAKN_00102	CDS	189				hypothetical protein
PIHFCAKN_00103	CDS	801	dnaA_1			Chromosomal replication initiator protein DnaA
PIHFCAKN_00104	CDS	834				hypothetical protein
PIHFCAKN_00105	CDS	834				hypothetical protein
PIHFCAKN_00106	CDS	909				hypothetical protein
PIHFCAKN_00107	CDS	300				hypothetical protein
PIHFCAKN_00108	CDS	147				hypothetical protein
PIHFCAKN_00109	CDS	165				hypothetical protein
PIHFCAKN_00110	CDS	162				hypothetical protein
PIHFCAKN_00111	CDS	549				hypothetical protein
PIHFCAKN_00112	CDS	207				hypothetical protein
PIHFCAKN_00113	CDS	1797				hypothetical protein
PIHFCAKN_00114	CDS	1806				hypothetical protein
PIHFCAKN_00115	CDS	996				hypothetical protein
PIHFCAKN_00116	CDS	1632	rny	3.1.-.-	COG1418	Ribonuclease Y
PIHFCAKN_00117	CDS	1110	recA		COG0468	Protein RecA
PIHFCAKN_00118	CDS	660	opuCD		COG1174	Carnitine transport permease protein OpuCD
PIHFCAKN_00119	CDS	936	opuCC		COG1732	Carnitine transport binding protein OpuCC
PIHFCAKN_00120	CDS	624	opuCB		COG1174	Carnitine transport permease protein OpuCB
PIHFCAKN_00121	CDS	1179	opuCA_1	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
PIHFCAKN_00122	CDS	561	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
PIHFCAKN_00123	CDS	1119				hypothetical protein
PIHFCAKN_00124	CDS	729	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PIHFCAKN_00125	CDS	2451	spoIIIE		COG1674	DNA translocase SpoIIIE
PIHFCAKN_00126	CDS	393				hypothetical protein
PIHFCAKN_00127	CDS	558	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
PIHFCAKN_00128	CDS	1212				hypothetical protein
PIHFCAKN_00129	CDS	381				hypothetical protein
PIHFCAKN_00130	CDS	2757	pacL	7.2.2.10	COG0474	Calcium-transporting ATPase
PIHFCAKN_00131	CDS	1035	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
PIHFCAKN_00132	CDS	885				hypothetical protein
PIHFCAKN_00133	CDS	807	nadK_1	2.7.1.23	COG0061	NAD kinase
PIHFCAKN_00134	CDS	630	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
PIHFCAKN_00135	CDS	624				hypothetical protein
PIHFCAKN_00136	CDS	621				hypothetical protein
PIHFCAKN_00137	CDS	843				hypothetical protein
PIHFCAKN_00138	CDS	723	mecA		COG4862	Adapter protein MecA
PIHFCAKN_00139	CDS	399	spxA		COG1393	Regulatory protein Spx
PIHFCAKN_00140	CDS	1734	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
PIHFCAKN_00141	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
PIHFCAKN_00142	CDS	189				hypothetical protein
PIHFCAKN_00143	CDS	2205	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
PIHFCAKN_00144	CDS	282				hypothetical protein
PIHFCAKN_00145	CDS	1572	prfC_1			Peptide chain release factor 3
PIHFCAKN_00146	CDS	477				hypothetical protein
PIHFCAKN_00147	CDS	303				hypothetical protein
PIHFCAKN_00148	CDS	306				hypothetical protein
