locus_tag	ftype	length_bp	gene	EC_number	COG	product
EGEJNJLI_00001	CDS	822	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
EGEJNJLI_00002	CDS	771	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
EGEJNJLI_00003	CDS	1335	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
EGEJNJLI_00004	CDS	1389	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
EGEJNJLI_00005	CDS	699				hypothetical protein
EGEJNJLI_00006	CDS	609				hypothetical protein
EGEJNJLI_00007	CDS	642				hypothetical protein
EGEJNJLI_00008	CDS	240				hypothetical protein
EGEJNJLI_00009	CDS	570				hypothetical protein
EGEJNJLI_00010	CDS	519				hypothetical protein
EGEJNJLI_00011	CDS	1002				hypothetical protein
EGEJNJLI_00012	CDS	1050				hypothetical protein
EGEJNJLI_00013	CDS	264				hypothetical protein
EGEJNJLI_00014	CDS	321				hypothetical protein
EGEJNJLI_00015	CDS	1068				hypothetical protein
EGEJNJLI_00016	CDS	996				hypothetical protein
EGEJNJLI_00017	CDS	2130				hypothetical protein
EGEJNJLI_00018	CDS	1005				hypothetical protein
EGEJNJLI_00019	CDS	222	era_1		COG1159	GTPase Era
EGEJNJLI_00020	CDS	693	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
EGEJNJLI_00021	CDS	1422	araE			Arabinose-proton symporter
EGEJNJLI_00022	CDS	1509	araA	5.3.1.4	COG2160	L-arabinose isomerase
EGEJNJLI_00023	CDS	1662	araB	2.7.1.16	COG1069	Ribulokinase
EGEJNJLI_00024	CDS	903	araC			Arabinose operon regulatory protein
EGEJNJLI_00025	CDS	249	esiB_1			Secretory immunoglobulin A-binding protein EsiB
EGEJNJLI_00026	CDS	1098	esiB_2			Secretory immunoglobulin A-binding protein EsiB
EGEJNJLI_00027	CDS	1395	esiB_3			Secretory immunoglobulin A-binding protein EsiB
