locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOAPPFHL_00001	CDS	939	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
BOAPPFHL_00002	CDS	291				hypothetical protein
BOAPPFHL_00003	CDS	513				hypothetical protein
BOAPPFHL_00004	CDS	363				hypothetical protein
BOAPPFHL_00005	CDS	672				hypothetical protein
BOAPPFHL_00006	CDS	573				hypothetical protein
BOAPPFHL_00007	CDS	654	lexA_1	3.4.21.88	COG1974	LexA repressor
BOAPPFHL_00008	CDS	180				hypothetical protein
BOAPPFHL_00009	CDS	240				hypothetical protein
BOAPPFHL_00010	CDS	216				hypothetical protein
BOAPPFHL_00011	CDS	603				hypothetical protein
BOAPPFHL_00012	CDS	183				hypothetical protein
BOAPPFHL_00013	CDS	357				hypothetical protein
BOAPPFHL_00014	CDS	828				hypothetical protein
BOAPPFHL_00015	CDS	861				hypothetical protein
BOAPPFHL_00016	CDS	663				hypothetical protein
BOAPPFHL_00017	CDS	486				hypothetical protein
BOAPPFHL_00018	CDS	732				hypothetical protein
BOAPPFHL_00019	CDS	192				hypothetical protein
BOAPPFHL_00020	CDS	387				hypothetical protein
BOAPPFHL_00021	CDS	249				hypothetical protein
BOAPPFHL_00022	CDS	924	hhaIM	2.1.1.37		Modification methylase HhaI
BOAPPFHL_00023	CDS	273				hypothetical protein
BOAPPFHL_00024	CDS	1602				hypothetical protein
BOAPPFHL_00025	CDS	321				hypothetical protein
BOAPPFHL_00026	CDS	315				hypothetical protein
BOAPPFHL_00027	CDS	516				hypothetical protein
BOAPPFHL_00028	CDS	981				hypothetical protein
BOAPPFHL_00029	CDS	420				hypothetical protein
BOAPPFHL_00030	CDS	294				hypothetical protein
BOAPPFHL_00031	CDS	234				hypothetical protein
BOAPPFHL_00032	CDS	447				hypothetical protein
BOAPPFHL_00033	CDS	267				hypothetical protein
BOAPPFHL_00034	CDS	282				hypothetical protein
BOAPPFHL_00035	CDS	267				hypothetical protein
BOAPPFHL_00036	CDS	504				hypothetical protein
BOAPPFHL_00037	CDS	423				hypothetical protein
BOAPPFHL_00038	CDS	240				hypothetical protein
BOAPPFHL_00039	CDS	339				hypothetical protein
BOAPPFHL_00040	CDS	456				hypothetical protein
BOAPPFHL_00041	CDS	1779				hypothetical protein
BOAPPFHL_00042	CDS	1269				hypothetical protein
BOAPPFHL_00043	CDS	741	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
BOAPPFHL_00044	CDS	1161				hypothetical protein
BOAPPFHL_00045	CDS	336				hypothetical protein
BOAPPFHL_00046	CDS	351				hypothetical protein
BOAPPFHL_00047	CDS	423				hypothetical protein
BOAPPFHL_00048	CDS	387				hypothetical protein
BOAPPFHL_00049	CDS	735				hypothetical protein
BOAPPFHL_00050	CDS	393				hypothetical protein
BOAPPFHL_00051	CDS	4281				hypothetical protein
BOAPPFHL_00052	CDS	864				hypothetical protein
BOAPPFHL_00053	CDS	1257				hypothetical protein
BOAPPFHL_00054	CDS	381				hypothetical protein
BOAPPFHL_00055	CDS	669				hypothetical protein
BOAPPFHL_00056	CDS	1092				hypothetical protein
BOAPPFHL_00057	CDS	1158				hypothetical protein
BOAPPFHL_00058	CDS	378				hypothetical protein
BOAPPFHL_00059	CDS	210				hypothetical protein
BOAPPFHL_00060	CDS	279				hypothetical protein
BOAPPFHL_00061	CDS	447				hypothetical protein
BOAPPFHL_00062	CDS	996				hypothetical protein
BOAPPFHL_00063	CDS	162				hypothetical protein
BOAPPFHL_00064	CDS	384				hypothetical protein
BOAPPFHL_00065	CDS	582	hin		COG1961	DNA-invertase hin
BOAPPFHL_00066	CDS	129				hypothetical protein
BOAPPFHL_00067	CDS	909	hcaR			Hca operon transcriptional activator HcaR
BOAPPFHL_00068	CDS	2025				hypothetical protein
BOAPPFHL_00069	CDS	459				hypothetical protein
BOAPPFHL_00070	CDS	1500				hypothetical protein
BOAPPFHL_00071	CDS	1173				hypothetical protein
