locus_tag	ftype	length_bp	gene	EC_number	COG	product
COLCEEHO_00001	CDS	2538				hypothetical protein
COLCEEHO_00002	CDS	6678				hypothetical protein
COLCEEHO_00003	CDS	4950				hypothetical protein
COLCEEHO_00004	CDS	4509				hypothetical protein
COLCEEHO_00005	CDS	4917				hypothetical protein
COLCEEHO_00006	CDS	2583				hypothetical protein
COLCEEHO_00007	CDS	345				hypothetical protein
COLCEEHO_00008	CDS	729				hypothetical protein
COLCEEHO_00009	CDS	762				hypothetical protein
COLCEEHO_00010	CDS	747				hypothetical protein
COLCEEHO_00011	CDS	780				hypothetical protein
COLCEEHO_00012	CDS	759				hypothetical protein
COLCEEHO_00013	CDS	1233				hypothetical protein
COLCEEHO_00014	CDS	1236				hypothetical protein
COLCEEHO_00015	CDS	789				hypothetical protein
COLCEEHO_00016	CDS	930				IS1595 family transposase ISCco3
COLCEEHO_00017	CDS	1254				hypothetical protein
COLCEEHO_00018	CDS	1362	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
COLCEEHO_00019	CDS	1308	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
COLCEEHO_00020	CDS	171				hypothetical protein
COLCEEHO_00021	CDS	738				hypothetical protein
COLCEEHO_00022	CDS	738				hypothetical protein
COLCEEHO_00023	CDS	801				hypothetical protein
COLCEEHO_00024	CDS	774				hypothetical protein
COLCEEHO_00025	CDS	804				hypothetical protein
COLCEEHO_00026	CDS	258				hypothetical protein
COLCEEHO_00027	CDS	762				hypothetical protein
COLCEEHO_00028	CDS	846				hypothetical protein
COLCEEHO_00029	CDS	852				hypothetical protein
COLCEEHO_00030	CDS	846				hypothetical protein
COLCEEHO_00031	CDS	258				hypothetical protein
COLCEEHO_00032	CDS	141				hypothetical protein
COLCEEHO_00033	CDS	534				hypothetical protein
COLCEEHO_00034	CDS	711				hypothetical protein
COLCEEHO_00035	CDS	798				hypothetical protein
COLCEEHO_00036	CDS	1290				IS200/IS605 family transposase ISMmu1
COLCEEHO_00037	CDS	456				hypothetical protein
COLCEEHO_00038	CDS	123				hypothetical protein
COLCEEHO_00039	CDS	666				hypothetical protein
COLCEEHO_00040	CDS	1050				hypothetical protein
